Ticker,Company,Sector,Industry,Country,Exchange,Currency,CurrentPrice,CurrentPriceUSD,CurrentDate,PreviousClose,DailyReturn,Date_1W,Price_1W,Price_1W_USD,Return_1W,Return_1W_USD,Date_1M,Price_1M,Price_1M_USD,Return_1M,Return_1M_USD,Date_3M,Price_3M,Price_3M_USD,Return_3M,Return_3M_USD,Date_6M,Price_6M,Price_6M_USD,Return_6M,Return_6M_USD,Date_YTD,Price_YTD,Price_YTD_USD,Return_YTD,Return_YTD_USD,Date_1Y,Price_1Y,Price_1Y_USD,Return_1Y,Return_1Y_USD,Date_3Y,Price_3Y,Price_3Y_USD,Return_3Y,Return_3Y_USD,Date_5Y,Price_5Y,Price_5Y_USD,Return_5Y,Return_5Y_USD,SMA20,SMA50,SMA200,EMA20,RSI14,PriceVsSMA50,PriceVsSMA200,FiftyTwoWeekHigh,FiftyTwoWeekLow,FiftyTwoWRangePosition,DistanceFrom52WHigh,Beta,Volatility30D,Volatility90D,MaxDrawdown1Y,ATR14,MarketCap,MarketCapUSD,EnterpriseValue,EnterpriseValue_USD,PE,ForwardPE,PEG,PriceToBook,PriceToSales,EVToRevenue,EVToEBITDA,FCFYield,RevenueGrowth,EarningsGrowth,QuarterlyEarningsGrowth,ProfitMargin,OperatingMargin,GrossMargin,ROE,ROA,DebtToEquity,CurrentRatio,FreeCashFlow,FreeCashFlow_USD,OperatingCashFlow,OperatingCashFlow_USD,DividendYield,DividendRate,DividendRate_USD,PayoutRatio,ExDividendDate,Volume,AvgVolume20D,VolumeRatio,NextEarningsDate,TargetMeanPrice,TargetMeanPrice_USD,TargetHighPrice,TargetHighPrice_USD,TargetLowPrice,TargetLowPrice_USD,AnalystCount,UpsideToTarget,MarketCap_USD
0HLE.L,BANCO SANTANDER SA BANCO SANTAN,,,United Kingdom,LSE,GBP,14.710000038146973,20.001088330161792,2026-08-27,14.710000038146973,0.0,2026-08-20,14.274999618530273,19.41384482956346,3.0472884850520687,3.0248696523219154,2026-07-27,13.859999656677246,18.504919187405335,6.1327590369760765,8.085250887097995,2026-05-27,12.555000305175781,16.893164399810303,17.164473760170253,18.397523736798483,2026-02-27,12.38960075378418,16.715371542038383,18.728604177612972,19.65685764064522,2025-12-31,11.668355941772461,15.714005301382713,26.067460673576925,27.281924287004333,2025-08-27,9.294489860534668,12.527786136134523,58.26581403469062,59.653813633293495,2023-08-25,3.407806396484375,4.291407105079998,331.65597826573656,366.07296489035724,2021-08-27,3.14298939704895,4.306644836010179,368.02576082371286,364.4239098363049,14.562294960021973,14.066739978790283,12.319132962226867,14.456604074418813,50.846704173300026,4.572914977646514,19.407754451965275,15.069999694824219,9.099433224620837,93.97042711987456,-2.388849794077219,0.934,21.661164854337503,24.970049628406123,-19.292854515364553,0.18866430010114396,221126950912.0,299350133201.3281,305697456128.0,413837272362.34375,15.741936,,3.953,1.6452888,4.5562186,6.299,,,0.102,0.087,0.025,0.33464,0.43438998,0.0,0.13109,0.00782,,,,,-36698001408.0,-49679840310.73242,,,,,,0.0,65455.6,0.0,2026-10-28,,,,,,,,,299350133201.3281
PM,Philip Morris International Inc,Consumer Defensive,Tobacco,United States,NYQ,USD,190.47999572753906,190.47999572753906,2026-08-27,194.10000610351562,-1.8650233189822618,2026-08-20,191.52000427246094,191.52000427246094,-0.5430286767550085,-0.5430286767550085,2026-07-27,195.66000366210938,195.66000366210938,-2.6474536633025014,-2.6474536633025014,2026-05-27,180.54318237304688,180.54318237304688,5.503843027403987,5.503843027403987,2026-02-27,183.6543426513672,183.6543426513672,3.7165759206299276,3.7165759206299276,2025-12-31,157.67356872558594,157.67356872558594,20.80654815332379,20.80654815332379,2025-08-27,158.45147705078125,158.45147705078125,20.213455420483804,20.213455420483804,2023-08-25,83.60725402832031,83.60725402832031,127.827116129203,127.827116129203,2021-08-27,80.8253402709961,80.8253402709961,135.6686592210886,135.6686592210886,189.05900115966796,186.66989135742188,171.49353958129882,189.86325820339974,51.3513329789418,2.0410920810051136,11.071236964725117,207.75999450683594,138.43186351111862,75.07505462628968,-8.317288812177125,0.4,26.270607553419158,32.60579401501973,-18.53633323123942,4.263570513044085,299082317824.0,299082317824.0,344144347136.0,344144347136.0,26.178719,20.928629,2.4801,-34.84474,7.0297875,8.089,19.103,3.2480605094536505,0.104,-0.075,-0.073,0.25559,0.40002,0.67481005,,0.14591,,0.98,9714374656.0,9714374656.0,14264000512.0,14264000512.0,3.09,5.88,5.88,0.80730003,2026-06-25,3976700.0,4596870.0,0.8650886363982448,2026-10-21,203.8,203.8,225.0,225.0,175.0,175.0,15.0,6.206680910938567,299082317824.0
NOVNEE.SW,NOVARTIS N 2. LINIE,,,Switzerland,EBS,CHF,124.04000091552734,153.26826048489602,2026-08-28,125.0999984741211,-0.8473202010574221,2026-08-21,127.77999877929688,159.80690396469072,-2.9269039751904313,-4.091590111300459,2026-07-28,131.13999938964844,160.06659230597506,-5.4140601701737845,-4.247189699699305,2026-05-28,118.95999908447266,150.99130188132222,4.270344544511473,1.5080064713684393,,,,,,,,,,,,,,,,,,,,,,,,,,125.71300010681152,125.84640029907227,,125.98998670196471,43.18408439857023,-1.4354001220949097,,131.82000732421875,108.83999633789062,66.14446175278118,-5.901992092563035,0.494,19.96956936385135,20.1907522205684,-8.449560650933607,2.1871419634137834,241108041728.0,297921717766.96875,277564653568.0,342968810951.8125,22.031971,,,7.077306,4.2528715,4.896,12.017,4.93565043567687,0.008,-0.17,-0.192,0.22502,0.3462,0.74976,0.3035,0.1025,116.85,0.862,11900250112.0,14704374560.941406,18392999936.0,22727048407.628906,,,,,,130000.0,130000.0,1.0,2025-07-17,,,,,,,,,297921717766.96875
2RR.F,Alibaba Group Holding Ltd.    R,Consumer Cyclical,Internet Retail,Germany,FRA,EUR,12.5600004196167,14.638525336088719,2026-08-27,12.989999771118164,-3.310233711146948,2026-08-20,13.100000381469727,15.292662505580438,-4.12213699334597,-4.27745769746124,2026-07-27,12.600000381469727,14.357666164206421,-0.3174600050953491,1.9561617373614615,2026-05-27,13.483540534973145,15.690577310826825,-6.849388800819778,-6.704992135707899,2026-02-27,15.26154613494873,18.01325016459714,-17.701651532838657,-18.734680291850015,2025-12-30,15.469442367553711,18.211986035125392,-18.80767178808852,-19.621477263075825,2025-08-27,13.251884460449219,15.424413571550758,-5.221023793993041,-5.095093125041428,2023-08-25,9.559346199035645,10.323268122121135,31.38974316971346,41.801270323693984,2021-08-27,15.982149124145508,18.789265019736604,-21.412318693477182,-22.091016754981464,13.452000045776368,12.498200035095214,14.567225208282471,13.125113665421075,30.790954744357222,0.4944742790797818,-13.779046866966304,20.492606616203123,9.944999694824219,24.792360430991657,-38.709600711869705,0.51,38.56319722317902,44.5962225460152,-47.951428061903044,0.4835713931492397,255323258880.0,295855475594.0625,185424642048.0,214860549331.125,27.319149,,0.5482,1.7929441,0.24433526,0.177,1.863,-32.36842738516122,0.086,-0.794,-0.739,0.07039,0.07295,0.38199002,0.0636,0.015620001,23.928,1.362,-82644123648.0,-95763764782.6875,78486003712.0,90945549017.15625,0.92,0.12,0.13904983520507813,0.24040002,2026-06-10,2351.0,7184.9,0.3272140182883548,2026-11-24,,,,,,,,,295855475594.0625
DELL,Dell Technologies Inc.,Technology,Computer Hardware,United States,NYQ,USD,472.260009765625,472.260009765625,2026-08-27,463.82000732421875,1.8196719218941615,2026-08-20,434.7799987792969,434.7799987792969,8.62045427378404,8.62045427378404,2026-07-27,426.9100036621094,426.9100036621094,10.622849245624444,10.622849245624444,2026-05-27,304.8163146972656,304.8163146972656,54.932655174530076,54.932655174530076,2026-02-27,147.3796844482422,147.3796844482422,220.43765837446648,220.43765837446648,2025-12-31,124.73896026611328,124.73896026611328,278.5986421228169,278.5986421228169,2025-08-27,130.8328094482422,130.8328094482422,260.9645101693336,260.9645101693336,2023-08-25,53.569740295410156,53.569740295410156,781.579800763171,781.579800763171,2021-08-27,44.63785171508789,44.63785171508789,957.9810443834554,957.9810443834554,455.4044982910156,432.1257421875,242.49871368408202,450.5602722423313,54.877346073810514,9.287636365970231,94.74742879703153,514.0,109.6987412978457,89.67601773777199,-8.120620668166346,1.401,76.96841782703501,93.5077060298579,-32.34115299090462,25.107855660574778,294796001280.0,294796001280.0,316035792896.0,316035792896.0,36.32484,20.37284,0.7746,-210.92924,2.1999373,2.358,22.47,1.8433509194171929,0.875,2.825,2.563,0.062750004,0.088570006,0.19212,,0.07004,,0.946,5434124800.0,5434124800.0,12469999616.0,12469999616.0,0.53,2.52,2.52,0.1757,2026-07-21,4642600.0,5309705.0,0.8743611933242995,2026-09-01,510.26086,510.26086,700.0,700.0,360.0,360.0,23.0,11.840448009819383,294796001280.0
RTX,RTX Corporation,Industrials,Aerospace & Defense,United States,NYQ,USD,212.0800018310547,212.0800018310547,2026-08-27,211.99000549316406,0.04245310418349302,2026-08-20,212.2899932861328,212.2899932861328,-0.09891726492972097,-0.09891726492972097,2026-07-27,217.69680786132812,217.69680786132812,-2.5801049107947005,-2.5801049107947005,2026-05-27,176.00531005859375,176.00531005859375,20.49636557013612,20.49636557013612,2026-02-27,201.1114044189453,201.1114044189453,5.453990758903027,5.453990758903027,2025-12-31,181.43190002441406,181.43190002441406,16.89234462215108,16.89234462215108,2025-08-27,157.50222778320312,157.50222778320312,34.65206480950616,34.65206480950616,2023-08-25,79.77285766601562,79.77285766601562,165.85483839499435,165.85483839499435,2021-08-27,76.70440673828125,76.70440673828125,176.48998388668963,176.48998388668963,217.92570037841796,204.92908813476564,190.89201469421386,214.17679528833256,34.165385809363,3.4894576272092914,11.099462264454306,226.41000366210938,148.40722200962142,81.62885793625077,-6.329226447273307,0.294,29.06573876051152,29.16454962147883,-19.315615064740687,4.1525596663992905,285333880832.0,285333880832.0,317651877888.0,317651877888.0,37.27289,26.949308,2.6354,4.2986803,3.0516994,3.397,19.984,3.46261035779946,0.145,0.287,0.291,0.08276,0.12696,0.20347,0.12274,0.04212,57.02,1.011,9880000512.0,9880000512.0,14206000128.0,14206000128.0,1.38,2.92,2.92,0.48770002,2026-08-14,3847200.0,4428780.0,0.868681668540772,2026-10-20,234.81818,234.81818,265.0,265.0,200.0,200.0,22.0,10.915015823532181,285333880832.0
RY.TO,ROYAL BANK OF CANADA,Financial Services,Banks - Diversified,Canada,TOR,CAD,283.4700012207031,204.3027000814891,2026-08-27,288.1099853515625,-1.610490564982503,2026-08-20,283.3299865722656,205.15697853067832,0.04941751846720965,-0.41640233508385416,2026-07-27,296.1099853515625,210.2083437869005,-4.268678786989333,-2.809424021435747,2026-05-27,260.0791015625,188.35665144346422,8.993763634861685,8.465880294549155,2026-02-27,225.16827392578125,164.647238138572,25.892514197687987,24.08510606751988,2025-12-31,229.38490295410156,167.4990283651441,23.578316432369405,21.972468781200206,2025-08-27,194.6725616455078,140.72646895600792,45.613741774710114,45.17716645427632,2023-08-25,109.08665466308594,80.2887012822057,159.85763528655275,154.46008818026365,2021-08-27,110.52350616455078,87.12997923106923,156.47937805978063,134.4803727539945,292.15350036621095,292.1640197753906,247.30990867614747,290.2953307112119,35.27543400252159,-2.975732111493834,14.621368281651549,304.5521703886905,190.576131588377,81.50298133722349,-6.922350657058485,0.932,19.15353322358194,16.870602620617102,-8.123789518669533,5.270714896065848,393413427200.0,283010875298.3887,94992015360.0,68334661591.82373,17.928707,15.971507,2.3873,3.0464196,5.8586383,1.415,,,0.089,0.128,0.112,0.33870998,0.44759998,0.0,,,,,,,,,2.48,7.04,5.0643837356567385,0.4149,2026-07-27,3276100.0,2816405.0,1.1632204885305912,2026-08-27,298.7857,214.93827266005874,320.0,230.19926071166992,235.0,169.0525820851326,14.0,5.143294506809304,283010875298.3887
1288.HK,ABC,Financial Services,Banks - Diversified,Hong Kong,HKG,HKD,6.224999904632568,0.7940962651160319,2026-08-28,6.239999771118164,-0.24038248454787414,2026-08-21,6.28000020980835,0.8006660424936385,-0.8758010085712975,-0.8205390298738346,2026-07-28,6.199999809265137,0.7906488890602077,0.4032273570407474,0.43601857961526047,2026-05-28,5.650000095367432,0.7212446975258757,10.17698760282486,10.100811533181853,2026-02-27,5.17931604385376,0.6620389312081016,20.18961291268777,19.947064694058025,2025-12-31,5.657257080078125,0.7270921593872117,10.035655380656717,9.215352533204424,2025-08-28,5.053244590759277,0.6491660291456895,23.18817727556759,22.325603846071918,2023-08-28,2.1907413005828857,0.2793122961469585,184.1503879520734,184.30408402006867,2021-08-27,1.8463027477264404,0.23709517462604524,237.16030116394015,234.92721493320485,6.058750009536743,5.831500005722046,5.6349185895919796,6.101227505975015,70.05988160733519,6.747833293739314,10.471869391875565,6.519999980926514,4.814883964745214,82.69911997222252,-4.524541060689158,0.174,29.774369133302354,26.261969607712565,-17.352992393189183,0.14571431704929896,2178644443136.0,277920231616.8086,3351273275392.0,427507410785.90234,6.766304,6.1191177,1.1881,0.66105044,3.6256776,5.577,,,0.023,0.053,0.045,0.48976,0.5931,0.0,0.09167,0.00617,,,,,-914226020352.0,-116623852105.30664,4.51,0.28,0.035718386769294744,0.31059998,2026-05-04,55551800.0,73925990.3,0.7514515500511327,2026-10-29,6.662729,0.8499354691464156,7.817821,0.9972855506111235,4.2269826,0.539217854906711,17.0,7.031791164658641,277920231616.8086
WFCS.NE,WELLS FARGO CDR (CAD HEDGED),Financial Services,Banks - Diversified,Canada,NEO,CAD,24.270000457763672,17.290019674971973,2026-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.799999237060547,24.049999237060547,29.33349609375,-2.137091917748357,1.108,,,0.0,,377391513600.0,271485148217.43164,107935563776.0,77645896830.41406,14.202382,,1.5931,0.33206925,4.772758,1.365,,,0.075,0.169,0.093,0.26629,0.33717,0.0,0.115200005,0.01064,,,,,-14218000384.0,-10228041178.734497,1.91,0.5,0.35968634486198425,0.2079,2025-11-07,17705.0,,,2025-07-15,,,,,,,,,271485148217.43164
1MC.MI,LVMH,Consumer Cyclical,Luxury Goods,Italy,MIL,EUR,447.54998779296875,521.6139822130281,2026-08-27,454.6499938964844,-1.5616421860399687,2026-08-20,443.5,517.7324903607368,0.9131877774450459,0.7497099225097337,2026-07-27,466.29998779296875,531.3475678104733,-4.0210166182386375,-1.831867912288454,2026-05-27,484.0,563.222945690155,-7.530994257651081,-7.387654177714776,2026-02-27,537.7457275390625,634.7029474898591,-16.772934702589858,-17.817620939697598,2025-12-30,614.9882202148438,724.0181392582745,-27.22625034401165,-27.955674874748414,2025-08-27,489.16375732421875,569.357823764687,-8.507124435972536,-8.385559934167397,2023-08-25,733.088623046875,791.6723858952755,-38.95008410676814,-34.11239402734093,2021-08-27,565.0807495117188,664.3319291825683,-20.798932156210824,-21.48292753972377,464.8199996948242,476.98000061035157,516.80558303833,461.00440440908244,33.76883004157446,-6.170072703200069,-13.400705704107075,643.5236819130357,440.5,3.4724952904698974,-30.45322178936538,0.842,27.3796200731779,28.472808346166843,-30.818109701549666,9.482145036969866,226542157824.0,262505414270.25,247222566912.0,286468809900.75,20.95531,,1.8216,3.3277576,2.8445418,3.104,12.328,5.092705696289501,-0.029,0.008,-0.0,0.13658,0.22521,0.66365,0.16586,0.07667,53.306,1.631,11537125376.0,13368628185.609375,18639998976.0,21599073215.296875,2.9,13.0,15.063732147216797,0.5925,2026-12-01,1204.0,1400.55,0.8596622755346114,2026-07-27,,,,,,,,,262505414270.25
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,United States,NYQ,USD,84.97000122070312,84.97000122070312,2026-08-27,85.2300033569336,-0.305059399260621,2026-08-20,83.69999694824219,83.69999694824219,1.517328935204465,1.517328935204465,2026-07-27,86.7718276977539,86.7718276977539,-2.076510919335428,-2.076510919335428,2026-05-27,75.675537109375,75.675537109375,12.281992921827168,12.281992921827168,2026-02-27,80.52467346191406,80.52467346191406,5.520454250449802,5.520454250449802,2025-12-31,91.69054412841797,91.69054412841797,-7.329592131444141,-7.329592131444141,2025-08-27,80.73934173583984,80.73934173583984,5.239898411241706,5.239898411241706,2023-08-25,38.33552551269531,38.33552551269531,121.64819729043286,121.64819729043286,2021-08-27,44.09829330444336,44.09829330444336,92.68319668086002,92.68319668086002,86.65956039428711,85.79467346191406,84.03250762939453,85.944007431912,38.88890541344438,-0.9612161314152212,1.1156320544939424,96.17669288055332,72.36453901391667,52.93709371014961,-11.65219069631387,0.92,20.83391005882503,24.019148088831464,-23.01829909719777,1.6035712105887276,262150504448.0,262150504448.0,261689507840.0,261689507840.0,12.600291,10.972835,1.6059,1.629695,3.1574507,3.152,,,0.095,0.25,0.166,0.27232,0.37387002,0.0,0.12575,0.0107700005,,,,,19170000896.0,19170000896.0,2.35,2.0,2.0,0.2616,2026-08-07,10844000.0,11419565.0,0.9495983428440575,2026-10-13,100.23913,100.23913,115.0,115.0,90.0,90.0,23.0,15.629403622101744,262150504448.0
1SIE.MI,SIEMENS,Industrials,Specialty Industrial Machinery,Italy,MIL,EUR,286.29998779296875,333.6790991251546,2026-08-27,288.70001220703125,-0.8313212028343786,2026-08-20,275.8999938964844,322.0797991669424,3.7694795674357184,3.6013745625195215,2026-07-27,273.25,311.36763179302216,4.775841827252969,7.165634784724095,2026-05-27,274.3999938964844,319.3148199581374,4.336732566026802,4.498469306529662,2026-02-27,247.85000610351562,292.5381297387503,15.513407602416729,14.063455394052404,2025-12-30,235.34339904785156,277.06691651072106,21.652015289690098,20.43267501128845,2025-08-27,227.89552307128906,265.25697605103414,25.627736751726317,25.79465546683921,2023-08-25,126.96456146240234,137.1107586956241,125.49598446630318,143.36463622515421,2021-08-27,122.93546295166016,144.52793399562597,132.88641122663333,130.87516018547194,281.7225006103516,276.2299993896484,250.4874520111084,280.74667779612344,57.42700889460205,3.6455086071645937,14.2971376387637,290.20001220703125,196.02000427246094,95.85896784297155,-1.343909114407682,1.285,26.445144831132982,29.655127970629742,-22.256152650579118,4.0392913818359375,226198585344.0,262107300130.875,270289092608.0,313197114873.9375,28.932135,,5.3512,3.28737,2.7886505,3.332,21.592,2.8752390887454835,0.073,0.128,0.109,0.097959995,0.14903,0.39356998,0.12465999,0.03796,66.425,1.444,6503750144.0,7536211547.818359,14339999744.0,16616455010.367188,1.87,5.35,6.199305152893066,0.5345,2026-02-13,76.0,454.25,0.16730875068794718,2026-11-12,,,,,,,,,262107300130.875
SAPA.F,SAP SE                        S,Technology,Software - Application,Germany,FRA,EUR,186.5,217.3634461760521,2026-08-27,177.5,5.070422535211261,2026-08-20,181.0,211.2955597639084,3.038674033149169,2.8717529222685334,2026-07-27,153.0,174.34308385849,21.895424836601318,24.675691954881728,2026-05-27,151.0,175.71624958515167,23.509933774834437,23.701391697822615,2026-02-27,169.58560180664062,200.16241098019236,9.973958881630152,8.593539172328368,2025-12-30,201.93429565429688,237.7347861085509,-7.643226527860203,-8.56893526856316,2025-08-27,233.302734375,271.55065176682547,-20.060945492293914,-19.95473228961451,2023-08-25,120.61141204833984,130.24990613774935,54.62881731726404,66.88184477167565,2021-08-27,114.93637084960938,135.1238757394276,62.26369305154882,60.862353145653536,177.85,155.32,167.37741394042968,176.1502742615267,55.04587155963303,20.074684522276588,11.424830632391147,235.26326672784214,128.0,54.53870815666223,-20.727106022995333,0.757,65.6189781058298,63.800214455338796,-45.592864750279425,7.714285714285714,223915638784.0,259461938939.625,3152548462592.0,3653011201662.0,29.041918,31.442463,1.8607,70.486115,5.8628936,82.545,268.074,4.059843502386746,0.094,0.306,0.285,0.20413,0.2762,0.73658997,0.18320999,0.0954,21.966,1.148,9090624512.0,10533748669.207031,9464999936.0,10967555677.640625,1.35,2.52,2.920046539306641,0.3768,2026-05-06,243.0,232.5,1.0451612903225806,2026-10-21,,,,,,,,,259461938939.625
O9T.F,ARM Holdings PLC              R,Technology,Semiconductors,Germany,FRA,EUR,214.0,249.41435647010803,2026-08-27,202.5,5.679012345679002,2026-08-20,214.0,249.81905961036682,0.0,-0.16199850439353458,2026-07-27,234.0,266.6423635482788,-8.54700854700855,-6.461091496832405,2026-05-27,261.0,303.72146451473236,-18.00766283524904,-17.880563078211452,2026-02-27,106.4000015258789,125.58425129745956,101.12781666450475,98.60321170314883,2025-12-30,94.0,110.66505479812622,127.65957446808511,125.3777011406957,2025-08-27,121.19999694824219,141.06966321505388,76.56766121156551,76.80226264514994,,,,,,,,,,,224.9849998474121,252.48399993896484,173.94900001525878,223.08156397955327,35.779816513761475,-15.242153937781367,23.02456466046252,393.0,80.80000305175781,42.66495779957507,-45.5470737913486,3.909,94.3150726716971,108.96428022703957,-48.393783174030524,11.571428571428571,223745703936.0,259265027167.875,220342992896.0,255322140423.1875,252.40964,,2.0481,29.896202,43.395214,42.735,207.148,0.5964360184460654,0.224,1.083,1.077,0.20247999,0.07603,0.97537005,0.13352999,0.05415,5.62,5.252,1334499968.0,1546350005.2631836,2094000000.0,2426419624.3286133,,,,0.0,,730.0,464.85,1.5703990534581047,2026-11-04,,,,,,,,,259265027167.875
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,Financial Services,Banks - Diversified,Japan,JPX,JPY,3658.0,22.857071639969945,2026-08-28,3608.0,1.3858093126385862,2026-08-21,3508.0,22.079141141846776,4.275940706955539,3.523373002262087,2026-07-28,3661.0,22.35438623605296,-0.08194482381862489,2.248710381080632,2026-05-28,2982.0,18.68795790709555,22.66934942991281,22.30909205596745,2026-02-27,2912.738037109375,18.688289891954923,25.586302420461713,22.306919317479277,2025-12-30,2446.170166015625,15.679271659230608,49.539882826640365,45.7789120358385,2025-08-28,2192.385009765625,14.882192235354978,66.85025594072344,53.586724848704705,2023-08-28,1048.0076904296875,7.152122551116804,249.04324017891554,219.58445170099625,2021-08-27,494.97332763671875,4.49779499033275,639.029720543802,408.1839365532968,3571.15,3502.06,2918.9919812011717,3571.1369934568716,56.216931216931215,4.452807775994705,25.317233605236723,3813.0,2119.386069927289,90.84797324539333,-4.0650406504065035,0.321,33.65833685098854,28.830162561533918,-16.87196079361254,86.07142857142857,41173586542592.0,257273815549.07812,7932814557184.0,49568318928.41748,15.479667,24.116562,1.8131,1.8138291,5.670934,1.093,,,0.288,0.509,0.482,0.27446,0.45599997,0.0,0.09458999,0.0051499996,,,,,,,2.62,96.0,0.5998575389385223,0.3637,2026-09-29,36975500.0,36428290.0,1.015021567029361,2026-11-12,3663.6365,22.892291400576475,4360.0,27.24352989345789,2330.0,14.559042351320386,11.0,0.15408693275014151,257273815549.07812
NESM.F,NESTLE S.A.                   N,Consumer Defensive,Packaged Foods,Germany,FRA,EUR,83.4000015258789,97.20167154291175,2026-08-27,84.4000015258789,-1.1848341018019792,2026-08-20,84.0,98.05981779098511,-0.7142838977632016,-0.8751252729252368,2026-07-27,86.0,97.99676609039307,-3.0232540396756935,-0.8113477405447322,2026-05-27,88.19999694824219,102.63690514680093,-5.442171868985469,-5.2955938179499835,2026-02-27,87.95294952392578,103.81113869325418,-5.176572272665325,-6.366818853487755,2025-12-30,79.93988800048828,94.11225623542668,4.328394262160451,3.2826917885771856,2025-08-27,75.933349609375,88.38194988371106,9.833165473292983,9.979098300959954,2023-08-25,97.8315658569336,105.64964006115406,-14.751439583578819,-7.996211357986926,2021-08-27,90.23509216308594,106.08404711798903,-7.5747588586197345,-8.372960700865894,85.34999961853028,87.77199996948242,83.53211093902588,85.40405566664924,30.952385277437685,-4.9810855912177265,-0.1581540459852704,93.5999984741211,72.1176037037308,52.51927423705533,-10.8974328146622,0.499,32.495656985281144,26.311659716445156,-13.938051374896176,1.1142866952078683,217095356416.0,251558946111.9375,274146197504.0,317666529875.25,27.4026,,2.1362,6.955335,2.445456,3.088,16.656,2.0148979951547306,-0.025,-0.315,-0.315,0.083809994,0.16113001,0.45701998,0.26244,0.06647,213.005,0.83,4374249984.0,5068656161.841797,16373000192.0,18972191487.585938,4.07,3.39,3.928157844543457,1.0791,2026-04-21,672.0,139.95,4.801714898177921,2026-02-19,,,,,,,,,251558946111.9375
AZN.L,ASTRAZENECA PLC ORD SHS $0.25,Healthcare,Drug Manufacturers - General,United Kingdom,LSE,GBP,12114.0,16471.32450056076,2026-08-27,12234.0,-0.9808729769494873,2026-08-20,12088.0,16439.549041748047,0.21508934480476416,0.19328668159948048,2026-07-27,12887.1484375,17206.035086526535,-5.99937558917405,-4.27007490262008,2026-05-27,14007.0751953125,18846.978756135213,-13.515135521982646,-12.604960648141606,2026-02-27,15540.9736328125,20967.031429010327,-22.051215797554313,-21.441790382539484,2025-12-31,13787.6748046875,18568.133853284642,-12.138919929548154,-11.292515280704762,2025-08-27,11873.9970703125,16004.632649026928,2.0212480116536202,2.9159797776564966,2023-08-25,10653.6357421875,13415.987529726815,13.707660869515003,22.77385070658424,2021-08-27,8556.140625,11723.952639939263,41.58252570796193,40.492929359411775,11951.641796875,12778.48845703125,13748.269365234375,12152.05557097235,54.79331574318382,-5.200055227702782,-11.887091544532847,15729.345875038203,9891.346559540625,38.0721771336819,-22.984718523963554,0.211,36.084406743597725,31.699692023582614,-26.259446346373817,258.65401785714283,185641041920.0,251311160386.32812,213111701504.0,288499506590.5469,24.329268,14.238616,1.422,5.0187473,3.0251448,3.473,10.707,2.6423980286180027,0.064,0.025,0.023,0.17021999,0.23459,0.8169,0.21965,0.080170006,64.225,0.886,4905375232.0,6640641147.745361,13699999744.0,18546345125.776367,1.97,2.39,3.2354573488235476,0.4741,2026-08-06,3580853.0,4252284.55,0.842100983105658,2026-10-30,15703.202,21258.17586232662,20032.139,27118.464995901584,11224.027,15194.502360060214,22.0,31.187986633249775,251311160386.32812
PANW.NE,PALO ALTO NETWORKS CDR (CAD HED,Technology,Software - Infrastructure,Canada,NEO,CAD,43.31999969482422,31.27459209821518,2026-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.59000015258789,42.06999969482422,82.23681733879772,-0.6194091691179793,0.786,,,0.0,,348106227712.0,250418113338.8457,11490270208.0,8265786585.184143,228.0,,4.1228,2.509564,36.42612,1.202,8.311,0.8717022789119712,0.157,-0.041,-0.048,0.11687,0.12005,0.73467004,0.15324001,0.03179,4.951,0.985,3034449920.0,2182900400.783081,3976999936.0,2860945140.9923706,,,,0.0,,5100.0,,,2025-08-18,,,,,,,,,250418113338.8457
