Ticker,Company,Sector,Industry,Country,Exchange,Currency,CurrentPrice,CurrentPriceUSD,CurrentDate,PreviousClose,DailyReturn,Date_1W,Price_1W,Price_1W_USD,Return_1W,Return_1W_USD,Date_1M,Price_1M,Price_1M_USD,Return_1M,Return_1M_USD,Date_3M,Price_3M,Price_3M_USD,Return_3M,Return_3M_USD,Date_6M,Price_6M,Price_6M_USD,Return_6M,Return_6M_USD,Date_YTD,Price_YTD,Price_YTD_USD,Return_YTD,Return_YTD_USD,Date_1Y,Price_1Y,Price_1Y_USD,Return_1Y,Return_1Y_USD,Date_3Y,Price_3Y,Price_3Y_USD,Return_3Y,Return_3Y_USD,Date_5Y,Price_5Y,Price_5Y_USD,Return_5Y,Return_5Y_USD,SMA20,SMA50,SMA200,EMA20,RSI14,PriceVsSMA50,PriceVsSMA200,FiftyTwoWeekHigh,FiftyTwoWeekLow,FiftyTwoWRangePosition,DistanceFrom52WHigh,Beta,Volatility30D,Volatility90D,MaxDrawdown1Y,ATR14,MarketCap,MarketCapUSD,EnterpriseValue,EnterpriseValue_USD,PE,ForwardPE,PEG,PriceToBook,PriceToSales,EVToRevenue,EVToEBITDA,FCFYield,RevenueGrowth,EarningsGrowth,QuarterlyEarningsGrowth,ProfitMargin,OperatingMargin,GrossMargin,ROE,ROA,DebtToEquity,CurrentRatio,FreeCashFlow,FreeCashFlow_USD,OperatingCashFlow,OperatingCashFlow_USD,DividendYield,DividendRate,DividendRate_USD,PayoutRatio,ExDividendDate,Volume,AvgVolume20D,VolumeRatio,NextEarningsDate,TargetMeanPrice,TargetMeanPrice_USD,TargetHighPrice,TargetHighPrice_USD,TargetLowPrice,TargetLowPrice_USD,AnalystCount,UpsideToTarget,MarketCap_USD
DOCU,"DocuSign, Inc.",Technology,Software - Application,United States,NMS,USD,63.79999923706055,63.79999923706055,2026-08-27,59.33000183105469,7.534126526296792,2026-08-20,62.279998779296875,62.279998779296875,2.4405916627425306,2.4405916627425306,2026-07-27,52.90999984741211,52.90999984741211,20.582119487912042,20.582119487912042,2026-05-27,48.43000030517578,48.43000030517578,31.736524540641287,31.736524540641287,2026-02-27,45.06999969482422,45.06999969482422,41.5575763680053,41.5575763680053,2025-12-31,68.4000015258789,68.4000015258789,-6.725149395030295,-6.725149395030295,2025-08-27,74.68000030517578,74.68000030517578,-14.568828365900776,-14.568828365900776,2023-08-25,48.290000915527344,48.290000915527344,32.118446940318975,32.118446940318975,2021-08-27,300.760009765625,300.760009765625,-78.78707369148633,-78.78707369148633,59.89050006866455,52.95940010070801,53.703600025177,59.50841002808818,57.5576480476137,20.46964111326406,18.800227930995696,86.6500015258789,40.15999984741211,50.84964193623163,-26.370458033972422,0.871,64.42589805141836,53.99113304052429,-50.888132042280546,2.673928669520787,12220454912.0,12220454912.0,11589608448.0,11589608448.0,41.55844,12.555002,0.7522,6.789731,3.7188537,3.527,29.912,10.231769414509992,0.087,0.176,0.085,0.09592,0.13407,0.79541,0.16440001,0.0551,10.075,0.665,1250368768.0,1250368768.0,1235256064.0,1235256064.0,,,,0.0,,3782800.0,2846530.0,1.3289162594457111,2026-09-03,57.52294,57.52294,86.0,86.0,46.89,46.89,17.0,-10.120406250000002,12220454912.0
PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,United States,NMS,USD,10.800000190734863,10.800000190734863,2026-08-27,10.739999771118164,0.5586631368284634,2026-08-20,10.289999961853027,10.289999961853027,4.956270464261459,4.956270464261459,2026-07-27,8.029999732971191,8.029999732971191,34.4956481927396,34.4956481927396,2026-05-27,10.569283485412598,10.569283485412598,2.1828982602339453,2.1828982602339453,2026-02-27,13.37631893157959,13.37631893157959,-19.260296902478935,-19.260296902478935,2025-12-31,13.267406463623047,13.267406463623047,-18.597502681879753,-18.597502681879753,2025-08-27,14.56861686706543,14.56861686706543,-25.86804712292281,-25.86804712292281,2023-08-25,13.731767654418945,13.731767654418945,-21.350255389302532,-21.350255389302532,2021-08-27,36.30194854736328,36.30194854736328,-70.24953033404235,-70.24953033404235,9.717000150680542,9.434000024795532,11.07928745508194,9.95731340384485,86.09864492803827,14.479543802724738,-2.520805290767769,20.574760191967197,7.619999885559082,24.54696366402691,-47.50850026941552,1.471,37.60117657166637,39.28123449817965,-59.866827636260986,0.39357144492013113,12206769152.0,12206769152.0,27820769280.0,27820769280.0,362.6667,12.787965,1.1402,1.0361905,0.4193325,0.956,8.405,144.12597342448703,0.009,-0.541,-0.281,-0.021329999,0.09345,0.33328998,-0.00896,0.027490001,126.479,1.04,17593124864.0,17593124864.0,814000000.0,814000000.0,1.85,0.2,0.2,6.6667,2026-09-15,8432400.0,11457945.0,0.7359434872483679,2026-11-09,9.69286,9.69286,16.0,16.0,2.0,2.0,14.0,-10.911213235294126,12206769152.0
CANBK.NS,CANARA BANK,Financial Services,Banks - Regional,India,NSI,INR,128.13999938964844,1.3427601294709177,2026-08-27,129.4499969482422,-1.0119718729058924,2026-08-20,129.60000610351562,1.3571249900636815,-1.1265483372747909,-1.0584773471815412,2026-07-27,127.26000213623047,1.31783746070505,0.6914955513484422,1.8911792621628676,2026-05-27,129.87570190429688,1.3542120085966758,-1.3364335970460828,-0.8456489126562494,2026-02-27,152.34449768066406,1.673979194629979,-15.88800295351115,-19.786331050086602,2026-01-01,149.314453125,1.6633112887357129,-14.1811146156261,-19.271868196628837,2025-08-26,102.62464141845703,1.1713992158697408,24.86279865977925,14.628737263917735,2023-08-25,59.25251007080078,0.7169833458543096,116.26087947419283,87.2791240180027,2021-08-27,25.661861419677734,0.3460524120257098,399.3402360570367,288.02218473517183,129.47650146484375,128.01680068969728,135.7904727935791,128.98316734611805,37.99622328028491,0.09623635279698561,-5.634028107082656,157.68821233301085,100.24320213506238,48.56261171937669,-18.73837778118861,0.503,20.05254473969732,26.428171021862106,-22.324293713589782,2.652142660958426,1164218204160.0,12206104640.683594,1160239251456.0,12164387793.367676,5.860731,5.5128355,,0.98910326,2.5282748,2.52,,,-0.129,0.622,0.622,0.43126,0.44137,0.0,,,,,,,,,3.28,4.2,0.044034390896558764,0.1918,2026-06-12,10921428.0,14878254.95,0.7340530214532989,2026-10-29,150.42857,1.577150107950084,170.0,1.7823443934321404,103.0,1.0798910148441792,21.0,17.201846513439833,12206104640.683594
MOG-B,Moog Inc.,Industrials,Aerospace & Defense,United States,NYQ,USD,385.0,385.0,2026-08-27,385.0,0.0,2026-08-20,384.3399963378906,384.3399963378906,0.17172390810169524,0.17172390810169524,2026-07-27,427.8181457519531,427.8181457519531,-10.008492200978047,-10.008492200978047,2026-05-27,344.4789123535156,344.4789123535156,11.76300963377994,11.76300963377994,2026-02-27,343.8392639160156,343.8392639160156,11.970923743612394,11.970923743612394,2025-12-31,247.65065002441406,247.65065002441406,55.460928514439864,55.460928514439864,2025-08-27,199.2439727783203,199.2439727783203,93.2304373534815,93.2304373534815,2023-08-25,112.24549102783203,112.24549102783203,242.99818769961692,242.99818769961692,2021-08-27,73.24508666992188,73.24508666992188,425.63252704580447,425.63252704580447,405.0733413696289,408.4776885986328,325.35239959716796,402.15193427274517,39.706915848928915,-5.747606112631976,18.333228977774297,450.0,195.6376495361328,74.44590369547107,-14.444444444444448,0.981,52.75669467963547,57.74613215558922,-14.591111924913191,9.880002702985491,12193399808.0,12193399808.0,13272123392.0,13272123392.0,32.682514,,1.5,5.484877,2.8238692,3.074,20.987,2.7348618535513864,0.152,1.59,1.599,0.087340005,0.14516,0.28204,0.18106002,0.07038,51.557,2.087,333472640.0,333472640.0,485609984.0,485609984.0,0.31,1.2,1.2,0.1003,2026-08-14,0.0,160.0,0.0,2026-11-20,,,,,,,,,12193399808.0
PFC.BO,POWER FINANCE CORPORATION LTD.,Financial Services,Credit Services,India,BSE,INR,355.8999938964844,3.7294234755689217,2026-08-27,360.3000183105469,-1.221211265737454,2026-08-20,360.0527038574219,3.770343357504288,-1.1533616930097912,-1.085309162994974,2026-07-27,411.70062255859375,4.263354501774302,-13.5536906199766,-12.523730456455617,2026-05-27,424.93231201171875,4.430762885817217,-16.245485731226438,-15.828863523554116,2026-02-27,401.3622741699219,4.4102157064980645,-11.326993890360127,-15.436710497539963,2026-01-01,349.5888366699219,3.894298551006841,1.805308569541486,-4.233755406228223,2025-08-26,370.4112854003906,4.228024412753598,-3.917615924747131,-11.792763913109738,2023-08-25,190.0664520263672,2.299893802738282,87.25029593708192,62.1563339632736,2021-08-27,73.26205444335938,0.9879451157289338,385.7903543663781,277.4929817652115,382.01259765625,399.22362426757815,392.33269638061523,376.5586305349709,9.655967392264316,-10.851970609348571,-9.28617543738599,476.7808258629434,317.812412019958,23.95921362978801,-25.353543055694892,0.639,28.742015459415022,25.90765587679514,-24.4920558273388,8.21543074717681,1162130751488.0,12184218996.174805,11260096675840.0,118055118704.04297,4.460983,3.8954644,0.49,0.8130691,2.4309363,23.554,,,0.008,0.021,0.021,0.54484004,0.85533994,0.99218005,,,536.837,36.784,,,155172405248.0,1626886273.583252,4.38,15.6,0.1635563090443611,0.185,2026-08-27,891064.0,576522.55,1.5455839498385622,2026-11-06,491.42856,5.152323168755472,525.0,5.504298862069845,410.0,4.298595301806927,14.0,39.5509186426239,12184218996.174805
FROG,JFrog Ltd.,Technology,Software - Application,United States,NMS,USD,104.02999877929688,104.02999877929688,2026-08-27,92.80000305175781,12.101288101548558,2026-08-20,89.72000122070312,89.72000122070312,15.949618105100605,15.949618105100605,2026-07-27,81.2300033569336,81.2300033569336,28.068440822509366,28.068440822509366,2026-05-27,71.37999725341797,71.37999725341797,45.741107848411254,45.741107848411254,2026-02-27,40.150001525878906,40.150001525878906,159.1033495035953,159.1033495035953,2025-12-31,62.459999084472656,62.459999084472656,66.55459542771331,66.55459542771331,2025-08-27,48.9900016784668,48.9900016784668,112.34944930614792,112.34944930614792,2023-08-25,26.75,26.75,288.8971916983061,288.8971916983061,2021-08-27,38.970001220703125,38.970001220703125,166.9489235838928,166.9489235838928,89.64249992370605,87.49949981689453,64.70897512435913,90.64090769885286,68.28839321620049,18.892106808604424,60.76595028644749,104.83000183105469,34.04999923706055,98.86973294371467,-0.7631432202463428,1.248,72.04644839148015,74.79140313810387,-49.62308160498652,5.50471442086356,12174771200.0,12174771200.0,11364854784.0,11364854784.0,,86.235054,,12.646004,20.292572,18.943,-280.185,1.6654860832210134,0.287,,,-0.073460005,-0.07117,0.77862,-0.04932,-0.02915,1.516,2.135,202769120.0,202769120.0,176264000.0,176264000.0,,,,0.0,,3824600.0,2166925.0,1.7649895589372036,2026-11-05,111.71429,111.71429,120.0,120.0,90.0,90.0,21.0,13.139852136925278,12174771200.0
8331.T,CHIBA BANK,Financial Services,Banks - Regional,Japan,JPX,JPY,2814.5,17.58644836815074,2026-08-28,2786.5,1.0048447873676647,2026-08-21,2753.5,17.330363493179902,2.215362266206644,1.4776659189613461,2026-07-28,2702.0,16.49864835012704,4.163582531458188,6.593267490396104,2026-05-28,2280.5,14.291712946724147,23.415917561938173,23.05346765435694,2026-02-27,2295.712646484375,14.729420531310211,22.59809625172773,19.39674293885063,2025-12-30,1724.4974365234375,11.053549813723407,63.2069691952684,59.10226727631416,2025-08-28,1501.4276123046875,10.191884296899616,87.45492469528715,72.55345386427278,2023-08-28,941.8751831054688,6.427821855643003,198.81878729623983,173.59887630848928,2021-08-27,591.5178833007812,5.375089976878826,375.8097902796378,227.18426005517273,2736.925,2673.74,2183.8032452392576,2751.6920555470715,63.223508459483526,5.264535818740801,28.88065837138378,2892.5,1400.9076028212567,94.77068935538071,-2.696629213483148,0.127,36.439736846432844,34.0434695773842,-19.30406569073687,73.78571428571429,1945564741632.0,12156892476.676392,1725455400960.0,10781535733.000488,19.268158,25.507523,9.81,1.51133,5.2748494,4.678,,,0.518,0.402,0.373,0.27705,0.36259997,0.0,0.08298001,0.00468,,,,,,,2.27,64.0,0.3999050259590149,0.3559,2026-09-29,3533700.0,2377400.0,1.4863716665264575,2026-11-06,2746.25,17.159987149061635,3470.0,21.68235062621534,2000.0,12.497032061219215,8.0,-2.4249422632794504,12156892476.676392
BNZL.L,BUNZL PLC ORD 32 1/7P,Consumer Defensive,Food Distribution,United Kingdom,LSE,GBP,2782.0,3782.666729450226,2026-08-27,2786.0,-0.1435750179468731,2026-08-20,2756.0,3748.130142211914,0.9433962264151052,0.9214351137212695,2026-07-27,2768.0,3695.643404006958,0.5057803468208055,2.3547543940227955,2026-05-27,2364.0,3180.8394799232483,17.681895093062614,18.920390460618265,2026-02-27,2193.513671875,2959.368646058487,26.828477782952053,27.82005832521981,2025-12-31,2075.5400390625,2795.170745545998,34.03740460996361,35.3286462187602,2025-08-27,2489.223876953125,3355.1561025248666,11.761743319176276,12.741899746591322,2023-08-25,2721.78564453125,3427.5099270592327,2.2123107155677557,10.361948176637782,2021-08-27,2676.753173828125,3667.7900485965947,3.9318838659060162,3.1320408019970047,2788.0,2728.64,2354.852193603516,2774.227466076056,31.967213114754102,1.9555529494546864,18.139049557197072,2886.0,1980.5611047936766,88.51385769369877,-3.6036036036036,0.324,14.746288012359809,21.094956619028853,-23.13836161894186,40.578857421875,8965249024.0,12136686543.40332,11384750080.0,15412080883.203125,19.801418,14.685848,2.1495,3.2136283,0.75685495,0.961,11.952,6.946404883264957,0.003,-0.049,-0.081,0.03877,0.07064,0.28853,0.16469999,0.052389998,105.926,1.394,622762496.0,843063386.7175293,913000000.0,1235971782.207489,2.66,0.74,1.0017734050750733,0.5252,2026-05-21,413019.0,688441.6,0.5999332405246866,2026-09-01,2672.947,3618.496240236759,3600.0,4873.492240905762,1900.0,2572.1209049224854,19.0,-4.264075931232092,12136686543.40332
024110.KS,IBK,Financial Services,Banks - Regional,South Korea,KSC,KRW,20850.0,15.10377126687672,2026-08-28,20500.0,1.7073170731707332,2026-08-21,20000.0,14.380315551534295,4.249999999999998,5.0308751066678425,2026-07-28,20187.919921875,13.785420211430619,3.2795854188404583,9.563372281919612,2026-05-28,20237.400390625,13.46368571960295,3.027066705952941,12.18154955062436,2026-02-27,24348.3125,16.999212771243037,-14.36778216149477,-11.150172245462853,2025-12-30,19809.59765625,13.807388936569396,5.2520114835434395,9.389047677753215,2025-08-28,18145.40234375,13.02847062623232,14.905140183797428,15.928965879278746,2023-08-28,8787.69140625,6.63918465902384,137.26367980071558,127.49436930253162,2021-08-27,7302.1708984375,6.241171761105704,185.53152603510594,142.0021727490623,20317.5,20476.759140625,20874.77001953125,20380.401820857434,51.92307692307693,1.8227535754645308,-0.11866008347911627,27941.46073247583,17644.2522659992,31.13220194033523,-25.37970652419599,,25.686026521052042,27.362984206693692,-27.931214656626757,407.14285714285717,16626329059328.0,12122733998.328125,234470737182720.0,170959348098.75,,5.704079,,,,,,,-0.12,,-0.09,0.0,0.51306,0.0,,,,,,,,,6.03,1258.0,0.9172439277172089,0.32720003,2026-07-30,870766.0,960150.4,0.9069058347525554,2026-10-29,23970.588,17.477644107162952,32000.0,23.33211898803711,17000.0,12.395188212394714,17.0,14.966848920863306,12122733998.328125
ENRIN.BO,Siemens Energy India Limited,Utilities,Utilities - Renewable,India,BSE,INR,3256.0,34.11914314329624,2026-08-27,3326.14990234375,-2.1090421178648455,2026-08-20,3436.60009765625,35.98684918007939,-5.255196779497817,-5.189968222661245,2026-07-27,3263.300048828125,33.793014126014896,-0.22370142858136877,0.965078214287729,2026-05-27,3772.949951171875,39.34049292358168,-13.701479157212537,-13.272202233021913,2026-02-27,2930.550048828125,32.20122738428768,11.105422045326163,5.956033091907531,2026-01-01,2535.219482421875,28.24146689272493,28.430694958590696,20.81222010491748,2025-08-26,3328.2431640625,37.98991527492399,-2.170609552888525,-10.188946470703842,,,,,,,,,,,3439.6550048828126,3454.79,3087.375721435547,3423.963692303353,18.364906076235528,-5.7540400429548555,5.4617349418699,3966.800048828125,2101.766962798584,61.888072970257944,-17.918726431348865,,44.191324549402545,46.08006027145783,-41.12909158701276,103.97499302455357,1155486449664.0,12114557619.09082,1124693442560.0,11791712068.686523,77.84669,57.421215,,24.013632,12.245122,11.919,56.286,,0.393,0.678,0.678,0.15769,0.21937999,0.40712002,,,4.483,,,,,,0.12,4.0,0.04193751513957977,0.095699996,2026-01-30,41959.0,50838.6,0.8253374404487929,,3847.5334,40.33899755313471,4800.0,50.32501816749573,3077.0,32.26043352112174,15.0,18.580845391644708,12114557619.09082
5831.T,SHIZUOKA FINANCIAL GROUP INC.,Financial Services,Banks - Regional,Japan,JPX,JPY,3650.0,22.807083511725068,2026-08-28,3618.0,0.8844665561083431,2026-08-21,3450.0,21.714092628099024,5.797101449275366,5.033555407291868,2026-07-28,3290.0,20.089027783833444,10.942249240121571,13.530051116156883,2026-05-28,2846.5,17.83879013499245,28.22764798875812,27.851066911689525,2026-02-27,3098.35400390625,19.87921229962808,17.804485717198947,14.72830597091499,2025-12-30,2396.691162109375,15.362124980535782,52.2932974304275,48.463077475428996,2025-08-28,1914.2584228515625,12.994233088680858,90.67436018188188,75.51696476487007,2023-08-28,1063.3702392578125,7.25696417863503,243.24827470698688,214.278573661292,,,,,,3414.45,3290.7,2790.159698486328,3449.6636310690023,64.83103879849813,10.918649527456182,30.8168848535852,3679.0,1825.3131031634389,98.43555025125924,-0.7882576787170414,0.333,38.864527053789786,31.699433873027388,-20.165389920839083,92.85714285714286,1937625710592.0,12107285313.955444,3226607550464.0,20161509003.560303,21.785843,29.183657,,1.515174,5.0158057,8.353,,,0.579,0.481,0.45,0.26049,0.41554,0.0,0.081999995,0.0062800003,,,,,,,2.96,108.0,0.6748397313058376,0.4772,2026-09-29,1791200.0,1853265.0,0.9665104558711247,2026-11-05,3570.0,22.3072022292763,4270.0,26.681163450703025,2600.0,16.24614167958498,7.0,-2.1917808219178103,12107285313.955444
AHR,"American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities,United States,NYQ,USD,56.47999954223633,56.47999954223633,2026-08-27,57.15999984741211,-1.1896436441410696,2026-08-20,55.77000045776367,55.77000045776367,1.2730842364083506,1.2730842364083506,2026-07-27,57.45000076293945,57.45000076293945,-1.6884268195325514,-1.6884268195325514,2026-05-27,50.217403411865234,50.217403411865234,12.470967642447617,12.470967642447617,2026-02-27,51.71189498901367,51.71189498901367,9.220517937382988,9.220517937382988,2025-12-31,46.58426284790039,46.58426284790039,21.242660266291956,21.242660266291956,2025-08-27,41.8248176574707,41.8248176574707,35.03943999179142,35.03943999179142,,,,,,,,,,,55.18399982452392,54.338221893310546,50.12811981201172,55.54357284132196,48.68950612773845,3.9415674166354275,12.671290593074612,58.70000076293945,39.388278397240015,88.50438516739352,-3.7819441087720285,0.768,27.254161854309615,30.40850466060221,-13.621441419014346,1.2225006648472376,12105470976.0,12105470976.0,13562375168.0,13562375168.0,81.66176,56.090908,,2.926174,4.832824,5.414,30.313,3.27689033154062,0.247,1.575,2.089,0.048309997,0.0683,0.1928,0.03951,0.02095,41.888,1.314,396683008.0,396683008.0,362036992.0,362036992.0,1.77,1.0,1.0,1.4706,2026-06-30,2282400.0,3064555.0,0.7447737110281917,2026-11-05,63.66667,63.66667,74.0,74.0,55.0,55.0,15.0,14.652746263281102,12105470976.0
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Specialty Retail,United States,NYQ,USD,131.77000427246094,131.77000427246094,2026-08-27,129.66000366210938,1.627333449604218,2026-08-20,179.33999633789062,179.33999633789062,-26.52503236132786,-26.52503236132786,2026-07-27,205.60000610351562,205.60000610351562,-35.909532898497446,-35.909532898497446,2026-05-27,217.98646545410156,217.98646545410156,-39.55129094920531,-39.55129094920531,2026-02-27,201.17742919921875,201.17742919921875,-34.50060238021341,-34.50060238021341,2025-12-31,195.58560180664062,195.58560180664062,-32.62796286879487,-32.62796286879487,2025-08-27,220.87164306640625,220.87164306640625,-40.34091364420033,-40.34091364420033,2023-08-25,103.93785858154297,103.93785858154297,26.777678577130448,26.777678577130448,2021-08-27,118.70348358154297,118.70348358154297,11.007697749613188,11.007697749613188,186.89800109863282,206.97880096435546,208.20507820129396,179.39420287436326,15.060306722485038,-36.33647327237463,-36.71143595015253,244.3800048828125,120.4000015258789,9.170835972514242,-46.07987493262856,1.186,96.3369901456202,64.62694258482576,-48.02441840101389,10.837858472551618,12090897408.0,12090897408.0,19049324544.0,19049324544.0,14.894156,9.730669,0.9168,2.0957832,0.5718049,0.901,9.143,-6.808513381771967,0.532,-0.257,-0.173,0.03967,0.08005,0.33093,0.18475,0.06415,139.077,1.485,-823210368.0,-823210368.0,1593976064.0,1593976064.0,3.79,5.0,5.0,0.5436,2026-09-11,6744000.0,4550000.0,1.4821978021978022,2026-11-24,174.27727,174.27727,275.0,275.0,99.0,99.0,22.0,29.0082685616996,12090897408.0
003670.KS,POSCO FUTURE M,Industrials,Electrical Equipment & Parts,South Korea,KSC,KRW,186300.0,134.95599937741645,2026-08-28,184000.0,1.2499999999999956,2026-08-21,154900.0,111.37554394663312,20.271142672692054,21.172022685772184,2026-07-28,132900.0,90.75141734210774,40.18058690744921,48.709522484557624,2026-05-28,238000.0,158.3383803954348,-21.722689075630253,-14.767348863631868,2026-02-27,246704.546875,172.24122139722112,-24.484569757689023,-21.647095693671282,2025-12-30,186776.328125,130.18403762241633,-0.25502596061381944,3.6655505868089966,2025-08-28,145126.203125,104.20118764475592,28.37102879315061,29.514838005023748,2023-08-28,471067.3125,355.8958468083256,-60.45151190574277,-62.079917316343526,2021-08-27,148667.15625,127.06594659266739,25.31348866774332,6.209415658816941,160110.0,158636.0,201973.909140625,163848.46452154647,66.73984632272229,17.43866461585013,-7.760363309952078,299500.0,114700.0,38.74458874458874,-37.79632721202003,1.712,81.93254358854743,80.8036531061484,-58.75,10400.0,16570673790976.0,12082154143.84375,20599611064320.0,15019768014.375,,176.58064,4.51,,5.7750826,7.179,82.87,-5.782422224072782,0.028,,,0.0155299995,0.024419999,0.1018,0.0136,0.00259,88.084,1.526,-958186323968.0,-698641166.3603516,227224207360.0,165675695.09643555,0.13,250.0,0.18228217959403992,1.6128999,2026-03-30,320655.0,339874.3,0.9434517408347733,2026-11-02,186777.78,136.1850433525443,320000.0,233.3211898803711,96000.0,69.99635696411133,27.0,0.2564573268921011,12082154143.84375
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,United States,NMS,USD,169.63999938964844,169.63999938964844,2026-08-27,172.38999938964844,-1.5952201460272986,2026-08-20,165.0800018310547,165.0800018310547,2.76229555852594,2.76229555852594,2026-07-27,152.97999572753906,152.97999572753906,10.890315157140694,10.890315157140694,2026-05-27,135.6502685546875,135.6502685546875,25.056884293050953,25.056884293050953,2026-02-27,161.14727783203125,161.14727783203125,5.27016135293914,5.27016135293914,2025-12-31,181.00550842285156,181.00550842285156,-6.279095665227974,-6.279095665227974,2025-08-27,160.31109619140625,160.31109619140625,5.819249833526041,5.819249833526041,2023-08-25,152.01332092285156,152.01332092285156,11.59548279044742,11.59548279044742,2021-08-27,165.03712463378906,165.03712463378906,2.7889935467992233,2.7889935467992233,159.40599899291993,150.13359939575196,159.0477568054199,161.0334452227376,66.73185188942657,12.992694554986084,6.6597874732600815,191.8273585238439,121.04000091552734,68.6563252481277,-11.566316350771,0.553,34.23681467593116,33.078570463421784,-35.39700184756782,5.299286978585379,12059449344.0,12059449344.0,12175462400.0,12175462400.0,24.351507,21.651995,2.0582,5.6616297,4.739718,4.785,14.244,,0.047,-0.102,-0.128,0.19760999,0.21663,0.43897998,0.23572999,,6.398,,,,,,1.44,2.44,2.44,0.341,2026-09-04,661800.0,972430.0,0.6805631253663503,2026-11-03,191.53333,191.53333,215.0,215.0,170.0,170.0,15.0,12.845890532021453,12059449344.0
CIPLA.NS,CIPLA LTD,Healthcare,Drug Manufacturers - Specialty & Generic,India,NSI,INR,1423.5,14.910380836576223,2026-08-28,1420.0,0.24647887323943074,2026-08-21,1432.199951171875,14.95423408538818,-0.6074536704708255,-0.2932497148403268,2026-07-28,1444.5999755859375,15.083409556643346,-1.4606102687617195,-1.1471459381735993,2026-05-28,1405.0186767578125,14.628160907570987,1.315379186619392,1.9292919375748063,2026-02-27,1335.6693115234375,14.676490929673832,6.575780975036749,1.5936364354608656,2026-01-01,1486.9501953125,16.564110130588233,-4.2671365532296885,-9.983810062685706,2025-08-28,1565.6121826171875,17.860234428973172,-9.077099948189138,-16.516320679484732,2023-08-28,1194.482177734375,14.44979458238231,19.17297943281271,3.1874934385259346,2021-08-27,886.4928588867188,11.954432573861538,60.57658961716501,24.726796896892367,1444.8700012207032,1442.0599975585938,1385.9861346435546,1435.102228078346,32.89478159651098,-1.2870475285366667,2.7066551691076635,1657.4505258313652,1154.8655900414417,53.450549514847644,-14.115083508391136,0.086,16.594287959163154,22.59845830782765,-28.324111920220098,19.900033133370535,1149986537472.0,12056894456.38623,1056713867264.0,11078988451.646973,34.09581,22.42718,,3.339566,4.097171,3.765,20.39,,0.035,-0.392,-0.392,0.12009,0.12549,0.6328,,,1.778,,,,,,0.92,13.0,0.13629692420363426,0.3118,2026-06-05,377976.0,755540.2,0.5002725202444556,2026-10-29,1509.0834,15.82180198359713,1768.0,18.53638169169426,1170.0,12.266723178327084,36.0,6.012181243414116,12056894456.38623
ELAN,Elanco Animal Health Incorporat,Healthcare,Drug Manufacturers - Specialty & Generic,United States,NYQ,USD,24.489999771118164,24.489999771118164,2026-08-27,25.079999923706055,-2.3524727048751415,2026-08-20,23.559999465942383,23.559999465942383,3.9473698058446915,3.9473698058446915,2026-07-27,25.40999984741211,25.40999984741211,-3.6206221244335923,-3.6206221244335923,2026-05-27,23.690000534057617,23.690000534057617,3.3769490039075256,3.3769490039075256,2026-02-27,26.399999618530273,26.399999618530273,-7.234848011404793,-7.234848011404793,2025-12-31,22.6299991607666,22.6299991607666,8.219181084090476,8.219181084090476,2025-08-27,18.489999771118164,18.489999771118164,32.449973360043785,32.449973360043785,2023-08-25,11.850000381469727,11.850000381469727,106.66665808225679,106.66665808225679,2021-08-27,33.310001373291016,33.310001373291016,-26.478538692721276,-26.478538692721276,24.095499992370605,24.585599937438964,23.667349977493288,24.280400431224354,67.50368369005727,-0.3888461805449772,3.475884686740094,27.979999542236328,17.110000610351562,67.89328321936617,-12.473194525432152,1.694,47.90747092916557,53.03064578868902,-26.229511458659783,0.8100001471383231,12041729024.0,12041729024.0,15748882432.0,15748882432.0,,18.840942,4.0421,1.8281772,2.3987508,3.137,15.639,6.866746514159061,0.102,4.405,3.909,-0.03964,0.086260006,0.55359,-0.029779999,0.015570001,64.253,2.05,826875008.0,826875008.0,617000000.0,617000000.0,,,,0.0,,4093400.0,8402560.0,0.4871610556782695,2026-11-05,31.21429,31.21429,34.0,34.0,26.0,26.0,14.0,29.466155122355865,12041729024.0
SBIFUNDS.BO,SBI Funds Management Limited,Financial Services,Asset Management,India,BSE,INR,562.0999755859375,5.890162631406611,2026-08-27,563.5,-0.24845153754436966,2026-08-20,555.75,5.819615568732843,1.142595696974813,1.2122289151331067,2026-07-27,583.8499755859375,6.046042404079344,-3.725272057804274,-2.578211700393618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0749969482422,,,564.0456152468773,42.08296424617846,,,625.0,536.5,28.926526085805083,-10.064003906249997,,,,-11.206760761611445,9.517861502511161,1148363341824.0,12039876258.370605,1105718935552.0,11592776149.958008,37.436916,28.44435,,19.258095,22.798372,21.952,27.159,,0.046,0.034,0.037,0.6152,0.83082,0.89739996,,,2.19,,,,,,,,,0.0,,147843.0,326901.95,0.45225487336493403,,750.0,7.863284088671207,750.0,7.863284088671207,750.0,7.863284088671207,1.0,33.025895707697785,12039876258.370605
