Ticker,Company,Country,Exchange,MarketCap,CurrentDate,CurrentPrice,Date_1M,Price_1M,Return_1M,Date_3M,Price_3M,Return_3M,Date_6M,Price_6M,Return_6M,Date_1Y,Price_1Y,Return_1Y,Date_2Y,Price_2Y,Return_2Y,Date_5Y,Price_5Y,Return_5Y,Currency,CurrentPriceUSD,Price_1M_USD,Price_3M_USD,Price_6M_USD,Price_1Y_USD,Price_2Y_USD,Price_5Y_USD,Return_1M_USD,Return_3M_USD,Return_6M_USD,Return_1Y_USD,Return_2Y_USD,Return_5Y_USD
403870.KQ,HPSP,US,KOE,2876861841408.0,2026-08-05,36600.0,2026-07-03,48500.0,-24.53608247422681,2026-05-04,54400.0,-32.72058823529412,2026-02-05,45100.0,-18.8470066518847,2025-08-05,24743.69921875,47.9164440063419,2024-08-05,22540.79296875,62.37228233603555,,,,KRW,25.622536393348128,31.450008013052866,36.96330189704895,30.888083257013932,17.88369375348634,16.6086721147783,,-18.529316804263228,-30.68114838681725,-17.047179068549447,43.27317804999393,54.27203461105925,
4612.T,NIPPON PAINT HOLDINGS CO LTD,US,JPX,2874968899584.0,2026-08-05,1226.0,2026-07-03,1087.5,12.735632183908052,2026-05-01,972.859375,26.020268859515276,2026-02-05,1036.5721435546875,18.274449841543383,2025-08-05,1277.8876953125,-4.060426867152134,2024-08-05,800.62548828125,53.1302735105182,2021-08-05,1297.1868896484375,-5.487789787000585,JPY,7.77464899700135,6.735872849822044,6.1974250659914105,6.605862229942318,8.705372284785426,5.499405817268325,11.843318896134747,15.421552192849797,25.449665211202177,17.693175037185682,-10.691366863318663,41.37252742084758,-34.35413615740155
ETERNAL.BO,Eternal Limited,US,BSE,2861036208128.0,2026-08-04,310.79998779296875,2026-07-03,281.3999938964844,10.447759251657772,2026-05-04,251.9499969482422,23.35780573826165,2026-02-04,294.25,5.624464840431176,2025-08-04,305.1000061035156,1.8682338824730136,2024-08-02,262.45001220703125,18.42254651822881,2021-08-04,138.3000030517578,124.72883653997756,INR,3.2601990339433655,2.9457608083220066,2.6548159835600416,3.2541535466443747,3.4970364403137353,3.133959807376641,1.8635197579424414,10.674261967673893,22.80320195946388,0.18577756741764428,-6.772517541999701,4.0281061125795325,74.94845547240307
BEL.NS,BHARAT ELECTRONICS LTD,US,NSI,2850813902848.0,2026-08-05,390.0,2026-07-03,418.0499877929688,-6.709720993188972,2026-05-05,433.3500061035156,-10.003462672886288,2026-02-05,431.06488037109375,-9.526380422302536,2025-08-05,384.1198120117188,1.5308213230360137,2024-08-05,285.9877624511719,36.36947142680158,2021-08-05,55.110870361328125,607.6643817145502,INR,4.101067101582885,4.376244835360695,4.549157555771444,4.782966931742635,4.37029683062383,3.4153788269606764,0.7428943380724604,-6.287987627070912,-9.849965596818555,-14.256837646822406,-6.16044491885267,20.076492517007203,452.0390843499571
035250.KS,Kangwonland,US,KSC,2834171428864.0,2026-08-05,14180.0,2026-07-03,14890.0,-4.768300873069176,2026-05-04,16950.0,-16.34218289085546,2026-02-05,16793.73046875,-15.563727628079205,2025-08-05,17778.810546875,-20.242133394618836,2024-08-05,12012.38671875,18.044817670301903,2021-08-05,22060.392578125,-35.72190544759012,KRW,9.926982679171488,9.655476686893962,11.517058219760656,11.50168835730824,12.849768351558055,8.851054734597483,19.28254787232845,2.8119377331836892,-13.806264674958058,-13.691082815125789,-22.745823834498736,12.155929172693503,-48.518303987113285
1925.T,DAIWA HOUSE INDUSTRY CO,US,JPX,2831654846464.0,2026-08-05,4513.0,2026-07-03,4503.0,0.2220741727737119,2026-05-01,4763.0,-5.248792777661137,2026-02-05,5359.5078125,-15.794506550129228,2025-08-05,4867.9609375,-7.291778674014882,2024-08-05,3421.25634765625,31.910606555152032,2021-08-05,2847.80908203125,58.4727019966178,JPY,28.619079056661576,27.891159027814865,30.341831869911402,34.1550469495196,33.16207862723604,23.50022243365993,26.000502612962464,2.6098593755848665,-5.677814116945923,-16.208345141612778,-13.699381216843554,21.782162434640572,10.071253170289207
009420.KS,HANALL BIOPHARMA,US,KSC,2827715608576.0,2026-08-05,53100.0,2026-07-03,59300.0,-10.455311973018556,2026-05-04,46300.0,14.686825053995678,2026-02-05,51500.0,3.106796116504862,2025-08-05,27300.0,94.5054945054945,2024-08-05,30700.0,72.9641693811075,2021-08-05,23750.0,123.57894736842104,KRW,37.173679849365726,38.45330876647495,31.459574960172176,35.27131458395161,19.73127927049063,22.62059877975844,20.759399922098964,-3.3277472294525934,18.163325144817133,5.393519600428198,88.39974509387893,64.33552538242179,79.06914452663585
7832.T,BANDAI NAMCO HOLDINGS INC,US,JPX,2825217114112.0,2026-08-05,4407.0,2026-07-03,3916.0,12.538304392236975,2026-05-01,3608.0,22.145232815964523,2026-02-05,3957.1865234375,11.367002133924164,2025-08-05,4903.99755859375,-10.13453927444994,2024-08-05,2592.753173828125,69.97375779867205,2021-08-05,2196.448486328125,100.64208322806267,JPY,27.946882650721818,24.25533616542816,22.984112825244665,25.21834023280735,33.40757140696746,17.809327951201112,20.05357907183793,15.219523077793195,21.59217483489848,10.819674858557192,-16.345662154617948,56.92272458173808,39.36107141078262
103590.KS,ILJIN ELECTRIC,US,KSC,2822494224384.0,2026-08-05,61100.0,2026-07-03,75300.0,-18.857901726427627,2026-05-04,144100.0,-57.59888965995836,2026-02-05,66300.0,-7.843137254901967,2025-08-05,41996.95703125,45.48673122801588,2024-08-05,18663.447265625,227.37789075299156,2021-08-05,5529.521484375,1004.97807400971,KRW,42.77423425228335,48.82856914191507,97.91198167949915,45.40753702749498,30.3536149338604,13.751737864589018,4.833244120925428,-12.399165070832685,-56.31358540745435,-5.799263619202966,40.91973672818576,211.04602686201432,785.000492052392
4004.T,RESONAC HOLDINGS CORPORATION,US,JPX,2804339703808.0,2026-08-05,16175.0,2026-07-03,17500.0,-7.571428571428573,2026-05-01,14045.0,15.16553933784266,2026-02-05,8804.0,83.72330758746025,2025-08-05,3539.882080078125,356.9361248226387,2024-08-05,2565.305419921875,530.5292100654666,2021-08-05,2749.9111328125,488.2008260920363,JPY,102.5733666610904,108.3933562040329,89.47113764705136,56.10609105601907,24.114788384267854,17.620792437765203,25.106694140854415,-5.369323127136417,14.6440845155285,82.82037605984016,325.35462068581876,482.11551508462975,308.5498715427442
139130.KS,iM Financial Group,US,KSC,2790363234304.0,2026-08-05,17290.0,2026-07-03,17710.0,-2.371541501976282,2026-05-04,19300.0,-10.41450777202072,2026-02-05,16154.521484375,7.0288588660658124,2025-08-05,13402.5556640625,29.005246710978128,2024-08-05,6857.625,152.12810557591,2021-08-05,6877.17626953125,151.4113252644387,KRW,12.104198203305714,11.484116328065284,13.113818503916264,11.063906975312534,9.68679738996019,5.052885462770064,6.011202211114437,5.399473999797899,-7.698904024857756,9.40256665492971,24.95562481621656,139.55021922602654,101.36068922994484
9766.T,KONAMI GROUP CORPORATION,US,JPX,2763996528640.0,2026-08-05,20190.0,2026-07-03,18265.0,10.539282781275672,2026-05-01,18970.0,6.431207169214548,2026-02-05,18662.390625,8.18549673348723,2025-08-05,22807.845703125,-11.47782976612437,2024-08-05,9877.1142578125,104.4119311875968,2021-08-05,5537.55859375,264.6011081993348,JPY,128.03439090494066,113.13169434666634,120.84496127907187,118.93159787928744,155.37420744245628,67.8447793660007,50.55792103294152,13.1728748909288,5.9493002850701915,7.653805370455324,-17.596110054264358,88.71664423026043,153.24298999857723
302440.KS,SKBS,US,KSC,2757747802112.0,2026-08-05,34600.0,2026-07-03,37700.0,-8.222811671087538,2026-05-04,43300.0,-20.09237875288684,2026-02-05,48750.0,-29.025641025641026,2025-08-05,46200.0,-25.108225108225117,2024-08-05,49350.0,-29.888551165146914,2021-08-05,208000.0,-83.36538461538461,KRW,24.22239779261872,24.446707259630784,29.42115757614374,33.387894873158075,33.39139568852261,36.362428331631236,181.80863931775093,-0.9175447009277526,-17.670140170624883,-27.451557264569804,-27.459163376796138,-33.38619310100379,-86.6769819720807
095340.KQ,ISC,US,KOE,2751571165184.0,2026-08-05,140200.0,2026-07-03,167000.0,-16.04790419161677,2026-05-04,247500.0,-43.35353535353536,2026-02-05,148800.0,-5.779569892473113,2025-08-05,58919.6015625,137.95137149948374,2024-08-05,41705.33984375,236.1679835849857,2021-08-05,27034.373046875,418.59904336197,KRW,98.14971591113135,108.29178016865626,168.16943418234587,101.91012835130095,42.58458289141845,30.72963386250626,23.630204704138578,-9.365497770679742,-41.63641187927899,-3.6899300403261615,130.48180643542304,219.3976093248721,315.35702775330367
006360.KS,GS E&C,US,KSC,2737666785280.0,2026-08-05,31150.0,2026-07-03,28550.0,9.106830122591948,2026-05-04,35950.0,-13.351877607788598,2026-02-05,19083.111328125,63.23334001668073,2025-08-05,18994.990234375,63.99060813218122,2024-08-05,16427.23046875,89.62417346769168,2021-08-05,38495.01953125,-19.080441108199363,KRW,21.807158706360497,18.513355232425965,24.427034985274076,13.06963927951199,13.728771320684814,12.10403223114713,33.64772654560966,17.791499339706206,-10.725314310529221,66.85356221380549,58.84275582261442,80.16441372524153,-35.189800485329116
IBEN.MX,IBERDROLA SA,US,MEX,2735187427328.0,2026-08-04,409.8800048828125,2026-07-03,432.445068359375,-5.218018455423856,2026-05-04,403.5982360839844,1.5564410934444606,2026-02-04,399.1226806640625,2.695242525644481,2025-08-04,329.0936889648437,24.5481206801869,2024-08-02,245.20872497558597,67.15555489455849,2021-08-04,246.3782958984375,66.36205855233854,MXN,23.655840700592762,24.744658578533745,23.133346768387696,23.153117406820456,17.44188684712412,12.957689981188198,12.404130967551282,-4.400213785473461,2.258617991751488,2.171298512157205,35.62661487219325,82.56217531779197,90.70937546915225
008930.KS,Hanmi Science,US,KSC,2708548091904.0,2026-08-05,40350.0,2026-07-03,31800.0,26.88679245283019,2026-05-04,38050.0,6.044678055190533,2026-02-05,45640.625,-11.591920575145496,2025-08-05,43160.15625,-6.510996470268804,2024-08-05,26360.771484375,53.06835774482901,2021-08-05,72676.015625,-44.47962006034918,KRW,28.247796269715764,20.62082999618724,25.85392715409398,31.25834645015857,31.194325872775153,19.42333665384183,63.5246514991195,36.986708463911185,9.259208867395262,-9.631188217979247,-9.445722966018554,45.43225385597436,-55.532544290924136
7532.T,PAN PACIFIC INTL HLDGS CORP,US,JPX,2672593731584.0,2026-08-05,883.5,2026-07-03,818.2999877929688,7.967739604015112,2026-05-01,882.0656127929688,0.1626168378211057,2026-02-05,954.180419921875,-7.407448156152907,2025-08-05,1030.7646484375,-14.286932391475917,2024-08-05,603.6741943359375,46.3537796197965,2021-08-05,440.6485595703125,100.49991786232616,JPY,5.602693628752604,5.068473260491373,5.619039790383084,6.080796629260249,7.021892483634929,4.1465696816532045,4.023122229926344,10.540064844091535,-0.29090667160706074,-7.862506011252801,-20.211059314705814,35.11635059558085,39.26232683353446
004800.KS,Hyosung,US,KSC,2669801373696.0,2026-08-05,161800.0,2026-07-03,172400.0,-6.148491879350349,2026-05-04,221000.0,-26.78733031674209,2026-02-05,145600.0,11.126373626373631,2025-08-05,80898.125,100.00463545972173,2024-08-05,36065.046875,348.6338269870888,2021-08-05,109608.8515625,47.61581541408644,KRW,113.27121279900894,111.7934305453673,150.16341395676136,99.71851268783212,58.46972515875677,26.573711900083254,95.80690461422819,1.3218864887073467,-24.568035705671498,13.59095693053849,93.72626173879794,326.2528818890901,18.228652992288772
9735.T,SECOM CO,US,JPX,2663443595264.0,2026-08-05,6624.0,2026-07-03,6573.0,0.7759014148790433,2026-05-01,5730.0,15.602094240837694,2026-02-05,5849.5283203125,13.239899651364118,2025-08-05,5522.80615234375,19.939027684122657,2024-08-05,4192.9677734375,57.97879587730479,2021-08-05,3827.7744140625,73.05095032937965,JPY,42.00593389570713,40.71254459023476,36.50193084497005,37.27784740733932,37.62308987653137,28.801020829804656,34.94758805378751,3.17688152015585,15.078662753796568,12.683367783293553,11.649346275276828,45.84876745839996,20.196947014072
6361.T,EBARA CORP,US,JPX,2661995249664.0,2026-08-05,6019.0,2026-07-03,6063.0,-0.7257133432294283,2026-05-01,5214.3134765625,15.432262119537633,2026-02-05,4962.64990234375,21.286008855014327,2025-08-05,2731.096435546875,120.38767733204394,2024-08-05,1458.992919921875,312.54483951315547,2021-08-05,1000.262939453125,501.7417783458793,JPY,38.169341201428324,37.5536524951458,33.21684291893189,31.62595266924609,18.605086584914602,10.021657152580019,9.132402637170571,1.639490876052907,14.909599610605273,20.68993336142313,105.15540751300149,280.8685591644077,317.95508496386293
9503.T,KANSAI ELECTRIC POWER CO INC,US,JPX,2658139373568.0,2026-08-05,2341.5,2026-07-03,2275.5,2.9004614370468085,2026-05-01,2404.0,-2.599833610648916,2026-02-05,2457.94384765625,-4.737449464815235,2025-08-05,1851.858154296875,26.440569682240863,2024-08-05,2012.41162109375,16.352935724322126,2021-08-05,903.3164672851562,159.21148177860488,JPY,14.848564948188141,14.094233259558678,15.31424812413752,15.663973344750502,12.615439299482091,13.823027542552609,8.247281152438575,5.352059063715853,-3.040849098006937,-5.205629367568032,17.701529020854046,7.419050584096221,80.04193956450342
336260.KS,Doosanfc,US,KSC,2657192771584.0,2026-08-05,34600.0,2026-07-03,56600.0,-38.869257950530034,2026-05-04,60600.0,-42.9042904290429,2026-02-05,34850.0,-0.717360114777621,2025-08-05,22700.0,52.4229074889868,2024-08-05,16700.0,107.18562874251498,2021-08-05,49450.0,-30.03033367037411,KRW,24.22239779261872,36.70248357811943,41.17603115737438,23.86806433496531,16.406594851287082,12.305016274331138,43.223255837801844,-34.0033822477911,-41.173548999802925,1.4845504548700816,47.63817850185104,96.84978266260258,-43.959802835041195
4307.T,NOMURA RESEARCH INSTITUTE,US,JPX,2651286667264.0,2026-08-05,4570.0,2026-07-03,4910.0,-6.924643584521384,2026-05-01,4183.0,9.251733205833125,2026-02-05,4296.19091796875,6.373298749039469,2025-08-05,6024.16259765625,-24.138833806079607,2024-08-05,4056.18017578125,12.667578903094087,2021-08-05,3498.976806640625,30.60961111050251,JPY,28.98054316174239,30.41207879781723,26.647046548780054,27.378745892503048,41.038487426591246,27.8614423111444,31.945665240615426,-4.707128524793857,8.757055340788478,5.85051366314755,-29.382038717722835,4.01666517512036,-9.281766576277795
ASIANPAINT.NS,ASIAN PAINTS LIMITED,US,NSI,2645858189312.0,2026-08-05,2760.0,2026-07-03,2737.800048828125,0.8108682436972492,2026-05-05,2409.0986328125,14.565670429933398,2026-02-05,2411.1806640625,14.466744078388082,2025-08-05,2412.075927734375,14.42425871694779,2024-08-05,3028.82958984375,-8.875692140131864,2021-08-05,2849.845458984375,-3.1526431968838757,INR,29.022936411201954,28.65992984998684,25.289879067036964,26.753739188263353,27.443228525478844,36.171479377165724,38.4159067345563,1.266599615264874,14.76107234150712,8.481794664179422,5.75627566653274,-19.76292672861064,-24.450731797786986
SHRIRAMFIN.NS,SHRIRAM FINANCE LIMITED,US,NSI,2640949542912.0,2026-08-05,1122.4000244140625,2026-07-03,1063.5999755859375,5.528398850867977,2026-05-05,958.9754638671876,17.041578925058754,2026-02-05,986.420166015625,13.78518638235986,2025-08-05,622.7608032226562,80.22971558355604,2024-08-05,562.4491577148438,99.5558192271502,2021-08-05,243.8397979736328,360.3022286523676,INR,11.802661063949586,11.134012763930059,10.066990690681452,10.945023010910063,7.0854183498290695,6.716990013966495,3.286959616563365,6.005456560869882,17.24120371815545,7.835872543937317,66.57677050550326,75.71354191994575,259.0753292031526
310210.KQ,VRNI,US,KOE,2639825731584.0,2026-08-05,147500.0,2026-07-03,178900.0,-17.551704863051988,2026-05-04,292000.0,-49.48630136986301,2026-02-05,218500.0,-32.49427917620137,2025-08-05,115800.0,27.3747841105354,2024-08-05,58900.0,150.42444821731752,,,,KRW,103.26022180379368,116.00838007288985,198.40595871210098,149.64625702123158,83.69531646603718,43.39912925497629,,-10.98899774403047,-47.95508034432046,-30.997123577141473,23.376344297229302,137.9315520298222,
319400.KQ,HYUNDAI MOVEX,US,KOE,2632504573952.0,2026-08-05,24450.0,2026-07-03,23250.0,5.161290322580636,2026-05-04,32450.0,-24.65331278890601,2026-02-05,33250.0,-26.46616541353384,2025-08-05,5016.94189453125,387.3486780194102,2024-08-05,2456.013427734375,895.5157298368133,2021-08-05,4615.08154296875,429.7847886837556,KRW,17.116694393916987,15.076550233061425,22.048881370574236,22.772256503230892,3.6260322932168663,1.8096577963022327,4.033950459940456,13.531903050219807,-22.369329734975107,-24.83531708204456,372.0502469306957,845.8525489676784,324.3159296053834
POWERGRID.BO,POWER GRID CORPORATION OF INDI,US,BSE,2622770380800.0,2026-08-04,282.5,2026-07-03,287.95001220703125,-1.8926938621252052,2026-05-04,319.25,-11.511354737666402,2026-02-04,286.139404296875,-1.2718990262169716,2025-08-04,278.88751220703125,1.2953207421804611,2024-08-02,335.0346069335937,-15.680352371480977,2021-08-04,101.54035949707033,178.2144965797081,INR,2.963340615388006,3.0143279286187408,3.3639611550606787,3.164457289132997,3.1965905389249087,4.000704680409171,1.368202906550579,-1.6914985508593494,-11.909190421833104,-6.3554870667915875,-7.296834570978561,-25.929533616939416,116.58634119254873
4091.T,NIPPON SANSO HOLDINGS CORPORATI,US,JPX,2614433939456.0,2026-08-05,5936.0,2026-07-03,6275.0,-5.402390438247007,2026-05-01,5524.0,7.458363504706744,2026-02-05,5541.6962890625,7.115216900567556,2025-08-05,5360.90380859375,10.727597657774556,2024-08-05,3584.564697265625,65.59890813319942,2021-08-05,2348.0615234375,152.80427879546585,JPY,37.64299873262644,38.866760581731796,35.1896450240165,35.3160968422244,36.520160267542224,24.62196899431251,21.437806403787363,-3.1486077841037075,6.971805788138963,6.588785563697863,3.074571570492668,52.88378740677355,75.59165347241938
084370.KQ,Eugenetech,US,KOE,2588259647488.0,2026-08-05,123300.0,2026-07-03,171600.0,-28.146853146853147,2026-05-04,132000.0,-6.590909090909092,2026-02-05,96336.6796875,27.988633612829997,2025-08-05,42078.6640625,193.02261073892663,2024-08-05,38515.4453125,220.1313109574345,2021-08-05,47649.3515625,158.76532619393925,KRW,86.31854473496787,111.2746675265953,89.69036489725113,65.97905505303288,30.412669302063932,28.379232418169067,41.64934505745805,-22.42749706321321,-3.7594006515036416,30.827191546751376,183.82429663650055,204.16095637493234,107.25066532471442
DMART.BO,Avenue Supermarts Limited,US,BSE,2582894084096.0,2026-08-04,3999.0,2026-07-03,3993.199951171875,0.1452481443215303,2026-05-04,4374.14990234375,-8.576521397740343,2026-02-04,3823.949951171875,4.577728554592597,2025-08-04,4192.0498046875,-4.6051410093371,2024-08-02,4907.7998046875,-18.51745875655918,2021-08-04,3592.199951171875,11.324538008955075,INR,41.948315472342074,41.80174900885959,46.090745052143575,42.28961867730345,48.04900240358711,58.604864222328615,48.40300387400157,0.35062280157565073,-8.987551785320614,-0.8070614388030695,-12.69680248510131,-28.421785411526212,-13.335305425385934
017800.KS,Hyundai Elevator,US,KSC,2581512060928.0,2026-08-05,71200.0,2026-07-03,72100.0,-1.2482662968099856,2026-05-04,98867.2421875,-27.984235804847835,2026-02-05,84546.1640625,-15.785652974904885,2025-08-05,69277.6015625,2.7749206008029548,2024-08-05,31755.115234375,124.21584514650354,2021-08-05,36305.6171875,96.11290349999646,KRW,49.84493418596685,46.753517066827044,67.17756839531648,57.90396795174411,50.07090489448592,23.39803651211048,31.734013752165993,6.612159497479286,-25.801222972753568,-13.91793006740657,-0.4513014274362681,113.03041458272727,57.07100455442608
5801.T,FURUKAWA ELECTRIC CO,US,JPX,2570581966848.0,2026-08-05,3919.0,2026-07-03,4000.0,-2.024999999999999,2026-05-01,4119.0,-4.855547462976451,2026-02-05,1427.7274169921875,174.4921722002236,2025-08-05,969.7621459960938,304.1197128781088,2024-08-05,285.8220520019531,1271.1328333662725,2021-08-05,244.22412109375,1504.673601628243,JPY,24.85224259318784,24.77562427520752,26.239346099551767,9.09861477293714,6.606324279946961,1.9632793091030578,2.229766713896879,0.3092487887661033,-5.286349366715449,173.14314556000534,276.1886571118693,1165.8536397728255,1014.5669382495406
1398.HK,ICBC,US,HKG,2567907049472.0,2026-08-05,7.204999923706055,2026-07-03,6.429999828338623,12.052878943352564,2026-05-05,6.900000095367432,4.420287306131998,2026-02-05,6.281352996826172,14.70458557808454,2025-08-05,5.842040061950684,23.33020395790084,2024-08-05,3.7726337909698486,90.98063376710176,2021-08-05,3.04885482788086,136.31823522125424,HKD,0.9187473053056294,0.8198591685464791,0.8808829474009698,0.8040440160025355,0.744281016212426,0.4833630153456383,0.39210794940601096,12.061600400769823,4.298455091721065,14.265797272314028,23.44091617183055,90.0739767292003,134.30978808193098
ENRN.MX,SIEMENS ENERGY AG,US,MEX,2565308416000.0,2026-08-05,3015.0,2026-07-03,3252.489990234375,-7.301790042319589,2026-05-05,3610.0,-16.481994459833793,2026-02-05,2990.482666015625,0.8198453802456207,2025-08-05,2262.055419921875,33.28585911056634,2024-08-05,475.6101684570313,533.9225273044996,2021-08-05,549.7792358398438,448.40194089801895,MXN,174.73196798935533,186.1086187056835,206.05140574276447,172.61700372299674,119.86684916299237,24.354755233153586,27.5434986689977,-6.112909114821541,-15.199817560336603,1.2252351858409671,45.77172021244886,617.4449766240992,534.3855226570379
7012.T,KAWASAKI HEAVY INDUSTRIES,US,JPX,2564582801408.0,2026-08-05,2924.0,2026-07-03,2820.0,3.687943262411353,2026-05-01,3151.0,-7.204062202475403,2026-02-05,2718.71435546875,7.550835346799634,2025-08-05,2194.874267578125,33.2194760853618,2024-08-05,779.3615112304688,275.1789070752982,2021-08-05,426.9175109863281,584.909830295914,JPY,18.542474443092942,17.4668151140213,20.07287680497393,17.3258104478914,14.952172782985258,5.3533459668101955,3.8977577289001886,6.158302598669896,-7.624230332055659,7.02226310775329,24.011905909709984,246.37168152503176,375.7215746275996
005850.KS,SLCORP,US,KSC,2560683671552.0,2026-08-05,56100.0,2026-07-03,59600.0,-5.87248322147651,2026-05-04,63700.0,-11.930926216640502,2026-02-05,52286.4375,7.293597885684977,2025-08-05,31275.923828125,79.37120037858594,2024-08-05,30228.556640625,85.5861021316699,2021-08-05,27980.11328125,100.49954564549122,KRW,39.273887750459835,38.64784489851445,43.2823957875371,35.80992981624513,22.604907966861788,22.273226431882108,24.45685732509901,1.6198648426304585,-9.261289640143922,9.673177110342412,73.74053372849092,76.32778919825832,60.584359749912565
COALINDIA.NS,COAL INDIA LTD,US,NSI,2560613679104.0,2026-08-05,415.5,2026-07-03,432.9165649414063,-4.023076581457108,2026-05-05,466.3696594238281,-10.907583372098983,2026-02-05,420.5967712402344,-1.2117951417471071,2025-08-05,349.8974914550781,18.749065125362385,2024-08-05,439.7119445800781,-5.506319507240221,2021-08-05,94.70281982421876,338.74089575286587,INR,4.369213796686381,4.53187163446387,4.895786385298152,4.666815925036474,3.980934724352892,5.251213732394973,1.2765936771754698,-3.5891978170897842,-10.755628354068858,-6.376984503578143,9.753464932701327,-16.79611572973111,242.25563503913753
7735.T,SCREEN HOLDINGS CO LTD,US,JPX,2559303745536.0,2026-08-05,13690.0,2026-07-03,18940.0,-27.71911298838437,2026-05-01,10390.0,31.761308950914334,2026-02-05,9987.7109375,37.06844426783853,2025-08-05,5850.68359375,133.98975146467257,2024-08-05,4328.6298828125,216.2663561132422,2021-08-05,2356.160400390625,481.0300520172714,JPY,86.8147999746725,117.3125809431076,66.18761980440468,63.64963872110093,39.8566939731154,29.73286849690976,21.511749166562595,-25.99702497656704,31.164710607851642,36.39480399107422,117.81736346028056,191.98259153399698,303.5692276926303
8601.T,DAIWA SECURITIES GROUP,US,JPX,2527889195008.0,2026-08-05,1811.0,2026-07-03,1684.0,7.541567695961993,2026-05-01,1453.0,24.63867859600825,2026-02-05,1525.3773193359375,18.724723191007357,2025-08-05,1016.7809448242188,78.1111270051472,2024-08-05,768.457763671875,135.66682329378895,2021-08-05,472.9112548828125,282.9471135020388,JPY,11.484412180725485,10.430537819862366,9.256074261385947,9.720917625334891,6.926631103217659,5.27844935955568,4.317680702636721,10.103739414628055,24.07433061158133,18.14123546108992,65.80083462782622,117.57170332486054,165.98567545099348
HINDZINC.NS,HINDUSTAN ZINC LIMITED,US,NSI,2522304217088.0,2026-08-05,596.9500122070312,2026-07-03,536.5499877929688,11.257110388262316,2026-05-05,611.25,-2.339466305598159,2026-02-05,599.84033203125,-0.4818481969078636,2025-08-05,413.6423950195313,44.31548105189862,2024-08-05,573.0513305664062,4.170425992555238,2021-08-05,208.7253570556641,185.9978397583161,INR,6.277261682953224,5.616730490504551,6.416689781472087,6.655648843304334,4.706187995089295,6.843605350114615,2.813617076851927,11.760065638993078,-2.1728976040178205,-5.68520318994552,33.383147666503675,-8.275516167101982,123.10291384699252
012750.KS,S-1,US,KSC,2518862790656.0,2026-08-05,73600.0,2026-07-03,72300.0,1.7980636237897585,2026-05-04,78300.0,-6.0025542784163495,2026-02-05,85300.0,-13.716295427901526,2025-08-05,70852.578125,3.877659709365733,2024-08-05,50185.9609375,46.654559612117616,2021-08-05,68498.140625,7.448172064889524,KRW,51.525100506842136,46.883207821520045,53.20269372314215,58.420255029341206,51.209230989693424,36.97838719035235,59.87285453282311,9.900970733473136,-3.1532110479779885,-11.802677888064716,0.6168214422362261,39.33842014690414,-13.942468738323843
014680.KS,Hanchem,US,KSC,2507368038400.0,2026-08-05,225500.0,2026-07-03,262500.0,-14.095238095238097,2026-05-04,286500.0,-21.291448516579404,2026-02-05,275441.40625,-18.131408392778635,2025-08-05,173488.453125,29.97983205114245,2024-08-05,135542.453125,66.36853974602283,2021-08-05,251625.6875,-10.382758517053237,KRW,157.8656272322405,170.21911553456448,194.66886017471552,188.64428134543232,125.39007761226367,99.87138272849643,219.94098010465677,-7.257403649130978,-18.90555731894873,-16.315710125785397,25.899616810509585,58.06893117861731,-28.223641107208998
026960.KS,DONGSUH,US,KSC,2501434671104.0,2026-08-05,25200.0,2026-07-03,25950.0,-2.8901734104046284,2026-05-04,26200.0,-3.8167938931297662,2026-02-05,26100.0,-3.4482758620689613,2025-08-05,27850.935546875,-9.518299815865417,2024-08-05,16280.4658203125,54.78672587217344,2021-08-05,25758.111328125,-2.1667401037886003,KRW,17.641746369190514,16.827375421416946,17.802178487181664,17.875365255167708,20.12947205933426,11.995892028301625,22.51464986519977,4.839560105951413,-0.9011937393317737,-1.3069320970079512,-12.358623628135156,47.06489794647,-21.643256835813208
080220.KQ,JSC,US,KOE,2499286401024.0,2026-08-05,75500.0,2026-07-03,91500.0,-17.486338797814206,2026-05-04,56700.0,33.15696649029982,2026-02-05,41900.0,80.1909307875895,2025-08-05,14780.0,410.8254397834912,2024-08-05,12170.0,520.3779786359902,2021-08-05,6000.0,1158.3333333333337,KRW,52.85523217753507,59.33352027204819,38.52608855813742,28.696467593545094,10.682355590397492,8.96718850650359,5.244479980319738,-10.918428680465498,37.193351714837085,84.1872418799873,394.790046355013,489.42925242623164,907.825988007922
383220.KS,F&F,US,KSC,2488776523776.0,2026-08-05,65000.0,2026-07-03,79100.0,-17.825537294563844,2026-05-04,76600.0,-15.143603133159267,2026-02-05,73600.0,-11.684782608695654,2025-08-05,62688.890625,3.686633073194545,2024-08-05,44767.078125,45.1959849121826,2021-08-05,114236.65625,-43.10057547749696,KRW,45.50450452370569,51.2926934810821,52.04759053885937,50.40716025978327,45.30886476480282,32.985606280381944,99.85197612029879,-11.28462664864972,-12.571352386175361,-9.726109764586566,0.43179135014401737,37.952609198422735,-54.4280380902195
