Ticker,Company,Country,Exchange,MarketCap,CurrentDate,CurrentPrice,Date_1M,Price_1M,Return_1M,Date_3M,Price_3M,Return_3M,Date_6M,Price_6M,Return_6M,Date_1Y,Price_1Y,Return_1Y,Date_2Y,Price_2Y,Return_2Y,Date_5Y,Price_5Y,Return_5Y,Currency,CurrentPriceUSD,Price_1M_USD,Price_3M_USD,Price_6M_USD,Price_1Y_USD,Price_2Y_USD,Price_5Y_USD,Return_1M_USD,Return_3M_USD,Return_6M_USD,Return_1Y_USD,Return_2Y_USD,Return_5Y_USD
031330.KQ,SAMT,US,KOE,947162578944.0,2026-08-05,10070.0,2026-07-03,11080.0,-9.115523465703967,2026-05-04,7390.0,36.26522327469552,2026-02-05,4570.0,120.35010940919038,2025-08-05,2806.857666015625,258.7641839457613,2024-08-05,2680.77392578125,275.63779262234243,2021-08-05,4043.880615234375,149.01823169713836,KRW,7.049697854672559,7.184867809992284,5.021301489323378,3.129901119391434,2.028677380244389,1.9752674721281949,3.5346751548999578,-1.8813144360392942,40.395829042770906,125.23707892865556,247.5021668464259,256.89839245300107,99.4440095831688
9005.T,TOKYU CORP,US,JPX,943080210432.0,2026-08-05,1668.0,2026-07-03,1670.0,-0.1197604790419193,2026-05-01,1664.0,0.2403846153846256,2026-02-05,1792.6820068359375,-6.955054290749518,2025-08-05,1719.8189697265625,-3.0130479218287265,2024-08-05,1535.3697509765625,8.638326301470943,2021-08-05,1387.0513916015625,20.25509725880015,JPY,10.577581180259585,10.34382313489914,10.600211679935455,11.424395718994106,11.715946908968874,10.54628095628675,12.663781978645261,2.259880532680092,-0.21349101658701963,-7.412335492954025,-9.716378347855425,0.2967892103630687,-16.473758012445284
AGL.JO,Anglo American plc,US,JNB,942909423616.0,2026-08-04,86200.0,2026-07-03,81651.0,5.571272856425513,2026-05-04,80400.0,7.213930348258701,2026-02-04,79966.15625,7.795602592815642,2025-08-04,49323.0390625,74.76619778187457,2024-08-02,51279.76171875,68.09750496262879,2021-08-04,67140.3125,28.387844486127456,ZAR,5216.970174759626,5020.567845538259,4850.032094120979,5019.266631182283,2738.328123464802,2804.9010612948623,4693.945142340381,3.9119544892896707,7.56568355668068,3.9388930316852644,90.51661961381761,85.99480198247171,11.142546760963379
AUROPHARMA.BO,AUROBINDO PHARMA LTD.,US,BSE,938493345792.0,2026-07-17,1534.050048828125,,,,,,,,,,,,,,,,,,,INR,15.87185912513928,,,,,,,,,,,,
458870.KQ,SEERS,US,KOE,936269578240.0,2026-08-05,28350.0,2026-07-03,36250.0,-21.793103448275865,2026-05-04,48800.0,-41.90573770491803,2026-02-05,55866.66796875,-49.25417779371043,2025-08-05,11566.6669921875,145.10085765543786,2024-08-05,3060.0,826.4705882352941,,,,KRW,19.84696466533933,23.506449288106523,33.158256113529205,38.261957683164155,8.359895115443862,2.2546916047576815,,-15.568002542258785,-40.144727161205005,-48.128726633158415,137.4068620630723,780.251854553401,
2899.HK,ZIJIN MINING,US,HKG,935993147392.0,2026-08-05,35.20000076293945,2026-07-03,30.27512550354004,16.267068021975838,2026-05-05,34.50176239013672,2.0237759593473514,2026-02-05,38.54478454589844,-8.677655932869666,2025-08-05,21.22206115722656,65.86513676572412,2024-08-05,14.395340919494627,144.523564671334,2021-08-05,9.80051040649414,259.16497511818136,HKD,4.488536598217195,3.8602394845453603,4.404639670245274,4.933921621328409,2.703709162677114,1.8443813471719464,1.2604267029971084,16.276117484090037,1.9047398709744812,-9.026998345208792,66.01403213697769,143.36271916323722,256.1124647346901
3288.T,OPEN HOUSE GROUP CO LTD,US,JPX,932306944000.0,2026-08-05,8336.0,2026-07-03,8549.0,-2.4915194759621007,2026-05-01,9022.0,-7.603635557526045,2026-02-05,9214.66015625,-9.5354591634509,2025-08-05,6765.0087890625,23.22230849836353,2024-08-05,4278.1015625,94.85278407295876,2021-08-05,4818.3125,73.00662835795728,JPY,52.86253999918699,52.95170298218727,57.47302270215005,58.72314422726413,46.08536433573909,29.3857951864411,43.99120275891619,-0.16838548711128887,-8.021994470095228,-9.980058638202415,14.705700521482523,79.89147363137647,20.166162059464842
9401.T,TBS HOLDINGS INC,US,JPX,931443834880.0,2026-08-05,5871.0,2026-07-03,6380.0,-7.978056426332292,2026-05-01,5570.0,5.403949730700175,2026-02-05,5992.22705078125,-2.023071718643321,2025-08-05,5164.72802734375,13.674911223147014,2024-08-05,3105.42578125,89.05620077762082,2021-08-05,1531.437255859375,283.36536332371344,JPY,37.23080282332376,39.517120718955994,35.48267972189933,38.18723722620098,35.18374923916758,21.330818037236895,13.982025208009645,-5.785638867498544,4.92669413676079,-2.504591775550058,5.8181792117746545,74.5399672826916,166.27618152194418
003470.KS,Yuanta Securities,US,KSC,930876358656.0,2026-08-05,4590.0,2026-07-03,4660.0,-1.5021459227467782,2026-05-04,6030.0,-23.88059701492537,2026-02-05,4239.85986328125,8.258295038265118,2025-08-05,3436.81982421875,33.553698906616034,2024-08-05,2401.924560546875,91.0967594650408,2021-08-05,3399.72265625,35.01101307666412,KRW,3.2133180886739865,3.021794584346935,4.097218941897154,2.90379477727501,2.483987243736948,1.769803641152393,2.9716295682237615,6.3380715988821335,-21.57319063876755,10.659269512477065,29.36129590745491,81.56353699112411,8.133198129223418
3289.T,TOKYU FUDOSAN HOLDINGS CORPORAT,US,JPX,927979929600.0,2026-08-05,1285.0,2026-07-03,1333.5,-3.637045369328829,2026-05-01,1334.5,-3.709254402397899,2026-02-05,1465.480224609375,-12.315432278008542,2025-08-05,1074.286865234375,19.614233552008866,2024-08-05,769.1298828125,67.07191187281691,2021-08-05,528.1552124023438,143.29969104254508,JPY,8.14879605313763,8.259573742747307,8.501191398361698,9.339205693176837,7.318379492051804,5.28306606982278,4.822058145246899,-1.3412034695731156,-4.145246574403439,-12.746369221837694,11.3470005482458,54.24369003605855,68.98999986488954
451800.KS,Hanwha REIT,US,KSC,926735990784.0,2026-08-05,5130.0,2026-07-03,4650.0,10.322580645161295,2026-05-04,5670.0,-9.523809523809524,2026-02-05,4540.04931640625,12.99436729600847,2025-08-05,3786.317138671875,35.48785830970957,2024-08-05,4303.16455078125,19.214590552170165,,,,KRW,3.591355510870926,3.015310046612285,3.8526088558137417,3.1093884983615396,2.736589042849076,3.1706892112867138,,19.104020991334902,-6.781206053362354,15.500379343506099,31.23473983992675,13.267345726814384,
2885.TW,YUANTA FINANCIAL HOLDING CO. LT,US,TAI,925181804544.0,2026-08-05,69.4000015258789,2026-07-03,65.27694702148438,6.316248986089268,2026-05-05,53.81462860107422,28.96121989494429,2026-02-05,41.52663040161133,67.1216779562881,2025-08-05,30.556129455566406,127.12301185527384,2024-08-05,25.9052734375,167.89912753986505,2021-08-05,19.172760009765625,261.9718887136233,TWD,2.1422993162419175,2.044318960678879,1.7031024493582265,1.3117635928771705,1.0224878460065554,0.7949108941957093,0.6917902322254577,4.792811564517363,25.788047398392955,63.31443621964554,109.51831599846544,169.50181861697789,209.67469854991134
3064.T,MONOTARO CO.LTD,US,JPX,921581715456.0,2026-08-05,1903.5,2026-07-03,1922.5,-0.9882964889466828,2026-05-01,1787.25244140625,6.50426072448298,2026-02-05,2192.11865234375,-13.166196639728756,2025-08-05,2523.91748046875,-24.58152793305762,2024-08-05,2105.073974609375,-9.575624279274075,2021-08-05,2345.98876953125,-18.86150416737345,JPY,12.07099866704084,11.907784417271614,11.385369113213756,13.969923752157683,17.193718481016504,14.459514755893224,21.418882156478958,1.3706517018606146,6.0220230631903515,-13.592952394056912,-29.794135687586333,-16.51864622828303,-43.64319025216026
PAYTM.BO,One 97 Communications Limited,US,BSE,916948582400.0,2026-08-04,1408.0,2026-07-03,1223.5,15.079689415610954,2026-05-04,1114.75,26.306346714509974,2026-02-04,1206.8499755859375,16.667359529621905,2025-08-04,1078.300048828125,30.57590060671762,2024-08-02,526.75,167.29947793070718,,,,INR,14.76949942111969,12.807883536443114,11.746204221155494,13.346729408056603,12.359405076723078,6.290010484866798,,15.315691145184607,25.738486604200972,10.660064871055575,19.500083777783384,134.80882037722805,
1088.HK,CHINA SHENHUA,US,HKG,913992712192.0,2026-08-05,42.13999938964844,2026-07-03,40.0,5.349998474121098,2026-05-05,46.426979064941406,-9.233811377855105,2026-02-05,41.03120040893555,2.7023313226571366,2025-08-05,33.549049377441406,25.60713394753784,2024-08-05,27.08248710632324,55.59870562925351,2021-08-05,9.670024871826172,335.77963808991063,HKD,5.373492199137445,5.1002126932144165,5.927062839478253,5.252195056522851,4.274178249175748,3.4699028201744677,1.2436451839303686,5.358198223509647,-9.339712692999525,2.3094561665974567,25.719890137330935,54.860019937597684,332.075986669708
6113.T,AMADA CO LTD,US,JPX,913899847680.0,2026-08-05,2948.5,2026-07-03,3075.0,-4.113821138211382,2026-05-01,2630.0,12.110266159695817,2026-02-05,2204.072021484375,33.77512037988104,2025-08-05,1674.96875,76.0331349465475,2024-08-05,1218.712646484375,141.9356202223345,2021-08-05,947.581787109375,211.16047607821616,JPY,18.697840593522415,19.04626116156578,16.75394033547491,14.046100128512762,11.410413127552602,8.371199163347455,8.651423610939446,-1.8293383939649965,11.602645223293994,33.11766556160944,63.86646464511385,123.35916549912267,116.12443725307355
6806.T,HIROSE ELECTRIC CO,US,JPX,911948513280.0,2026-08-05,27545.0,2026-07-03,29265.0,-5.877327866051596,2026-05-01,21620.0,27.40518038852915,2026-02-05,19489.6171875,41.331662571938345,2025-08-05,18180.341796875,51.50980277353576,2024-08-05,14877.4677734375,85.14575477138213,2021-08-05,15179.7275390625,81.45911992898114,JPY,174.67594341142103,181.26466110348701,137.72630800493062,124.20334354484658,123.85019762455613,102.1916414316338,138.5909427825618,-3.634860569046261,26.82830603806472,40.63707016739861,41.03808210378466,70.92977562972136,26.037055455690016
008355.KS,NamsunAlum(1P),US,KSC,910884339712.0,2026-08-05,7040.0,2026-07-03,6950.0,1.2949640287769792,2026-05-04,13760.0,-48.837209302325576,2026-02-05,14800.0,-52.43243243243243,2025-08-05,12870.0,-45.299145299145295,2024-08-05,16400.0,-57.07317073170732,2021-08-05,47200.0,-85.08474576271186,KRW,4.928487874567509,4.506753725581802,9.349541068077087,10.136222443543375,9.301888798945583,12.083968077786267,41.25657584518194,9.357825491812566,-47.28631235820491,-51.37746924933673,-47.01626754421986,-59.214656619066574,-88.05405496311185
499790.KS,GS P&L,US,KSC,908114067456.0,2026-08-05,44500.0,2026-07-03,37500.0,18.666666666666675,2026-05-04,55200.0,-19.38405797101449,2026-02-05,60800.0,-26.809210526315784,2025-08-05,39965.7578125,11.345317681132116,,,,,,,KRW,31.15308386622928,24.317016504937783,37.5068798661232,41.64069760590792,28.885550500191584,,,28.11227832947094,-16.94034807100221,-25.185970319072347,7.850061109351736,,
IDBI.BO,IDBI BANK LTD.,US,BSE,907502813184.0,2026-07-17,87.0199966430664,,,,,,,,,,,,,,,,,,,INR,0.9003416341233006,,,,,,,,,,,,
4182.T,MITSUBISHI GAS CHEMICAL CO INC,US,JPX,906855579648.0,2026-08-05,4691.0,2026-07-03,4973.0,-5.670621355318717,2026-05-01,4368.0,7.394688644688641,2026-02-05,3182.517822265625,47.39901744400888,2025-08-05,2497.095947265625,87.8582200710689,2024-08-05,2034.0960693359373,130.61840936212272,2021-08-05,1930.02392578125,143.0539817324358,JPY,29.74786170059815,30.80229488015175,27.82555565983057,20.281535066269726,17.01100177387673,13.971975562010924,17.621122301345622,-3.4232292874809445,6.908419239737418,46.67460625340878,74.87424959464191,112.91091992374396,68.81933620270304
9143.T,SG HOLDINGS CO LTD,US,JPX,905840951296.0,2026-08-05,1509.5,2026-07-03,1578.0,-4.340937896070973,2026-05-01,1457.0,3.6032944406314327,2026-02-05,1495.982177734375,0.9036085099688452,2025-08-05,1651.78662109375,-8.61410422367589,2024-08-05,1334.4471435546875,13.118006006518046,2021-08-05,2668.25537109375,-43.4274538954179,JPY,9.572457309113815,9.773983776569366,9.281555539462715,9.533588400970757,11.252489185391596,9.16616631810723,24.36117687309661,-2.06186619563109,3.1341919833832055,0.4077049113962339,-14.930313183138722,4.432507298105448,-60.7060965938587
280360.KS,LOTTE WELLFOOD,US,KSC,905345761280.0,2026-08-05,101800.0,2026-07-03,102000.0,-0.1960784313725483,2026-05-04,121200.0,-16.006600660066006,2026-02-05,117758.0078125,-13.551526651086954,2025-08-05,113677.28125,-10.448245348056297,2024-08-05,140247.671875,-27.41412485568221,2021-08-05,124099.0546875,-17.96875467234812,KRW,71.26705477712676,66.14228489343077,82.35206231474876,80.65009200648774,82.16110560636844,103.33831645861846,108.47250131419969,7.748099255949614,-13.460509944796783,-11.634254835823599,-13.259377108962934,-31.035208217597155,-34.299427123289284
ASML.NE,ASML CDR (CAD HEDGED),US,NEO,905165275136.0,2026-07-17,49.7400016784668,,,,,,,,,,,,,,,,,,,CAD,35.43492342121999,,,,,,,,,,,,
4324.T,DENTSU GROUP INC,US,JPX,902841303040.0,2026-08-05,3463.0,2026-07-03,3243.0,6.783842121492456,2026-05-01,2967.0,16.717222783956863,2026-02-05,2794.5,23.921989622472715,2025-08-05,3037.0,14.02700032927231,2024-08-05,3493.122314453125,-0.8623320840639104,2021-08-05,3462.74951171875,0.0072337973163305,JPY,21.960529752541333,20.086837381124496,18.900738013442606,17.808776857797056,20.688997731078416,23.993861621583846,31.614909965544484,9.32796107154996,16.18874213759558,23.312959266635723,6.145933398952708,-8.474383578229084,-30.537427509757197
2059.TW,KING SLIDE WORKS CO,US,TAI,902462570496.0,2026-08-05,9470.0,2026-07-03,8000.0,18.375000000000007,2026-05-05,4140.0,128.743961352657,2026-02-05,3020.0,213.57615894039736,2025-08-05,2695.15478515625,251.37128495018823,2024-08-05,937.8148193359376,909.794237065444,2021-08-05,333.1853332519531,2742.2619650063743,TWD,292.3281567543745,250.54100155830383,131.0209570080042,95.39724297821522,90.18691372334979,28.777122095502595,12.021970699423719,16.678769118094362,123.11557130247182,206.43250017312363,224.13589143442377,915.8352728400896,2331.6159476947273
BRK.SW,BERKSHIRE HATH-B,US,EBS,901349179392.0,2026-08-04,416.5499877929688,2026-07-03,408.0,2.095585243374698,2026-05-04,374.1000061035156,11.347228280372423,2026-02-04,386.989990234375,7.638439831658483,,,,,,,,,,CHF,514.0244094119045,507.2040309906006,478.92158083272807,498.85271577123785,,,,1.344701146791616,7.329556650619318,3.041317238738661,,,
2887.TW,TS FINANCIAL HOLDING CO LTD,US,TAI,896603324416.0,2026-08-05,35.70000076293945,2026-07-03,32.84033203125,8.707794820613458,2026-05-05,22.791093826293945,56.64013774429984,2026-02-05,22.21410369873047,60.708715720003134,2025-08-05,15.14074993133545,135.78753314625698,2024-08-05,15.89271640777588,124.6312074471574,2021-08-05,11.457158088684082,211.59560238764055,TWD,1.102018523670523,1.0284812098270777,0.7212828319759055,0.701710015924192,0.5066490115093707,0.48767265249616015,0.41339640462705773,7.15008822142793,52.78590794288254,57.04756931808961,117.51123531998458,125.97505068816632,166.5767073288168
1773.T,YTL CORP,US,JPX,895966642176.0,2026-08-05,77.0,2026-07-03,80.0,-3.749999999999998,2026-05-01,77.0,0.0,2026-02-05,83.0,-7.2289156626506035,2025-08-05,86.95420837402344,-11.447644179803884,2024-08-05,91.89246368408205,-16.206403753936748,2021-08-05,15.914615631103516,383.83198051928593,JPY,0.48829361563548446,0.4955124855041504,0.4905146029777825,0.5289420215412974,0.5923593743028945,0.6311989272690185,0.1453004725322593,-1.4568492378796871,-0.45278720119952265,-7.684850938363064,-17.568010768779953,-22.640296974495243,236.05783045686556
4732.T,USS CO LTD,US,JPX,895367905280.0,2026-08-05,1944.5,2026-07-03,1927.0,0.9081473793461248,2026-05-01,1696.5,14.618331859711176,2026-02-05,1699.628662109375,14.40734340092382,2025-08-05,1644.8994140625,18.213915293310222,2024-08-05,1084.3602294921875,79.32232731466196,2021-08-05,811.0529174804688,139.7500777187977,JPY,12.330999163677916,11.935656994581223,10.807247064309195,10.831385788020043,11.205571368255278,7.448347624912117,7.404914758246548,3.312278237186095,14.099354722822,13.845073982283097,10.043466401105693,65.55348628513306,66.5245254841778
101490.KQ,S&S TECH,US,KOE,894333943808.0,2026-08-05,44150.0,2026-07-03,49750.0,-11.256281407035171,2026-05-04,100000.0,-55.85,2026-02-05,86800.0,-49.13594470046083,2025-08-05,50095.94140625,-11.869108034185338,2024-08-05,23859.361328125,85.0426731580478,2021-08-05,32528.158203125,35.72855777539377,KRW,30.908059611101635,32.260575229884125,67.94724613428116,59.447574871592224,36.20721649102029,17.58022930764821,28.432212415493723,-4.192472109206557,-54.51168168019732,-48.00787134233217,-14.635637294109294,75.81147020451664,8.707894972882002
WMT,Walmart Inc.,US,NMS,894010589184.0,2026-08-05,112.33999633789062,2026-07-02,111.83999633789062,0.4470672535515918,2026-05-05,130.54086303710938,-13.94265847165781,2026-02-05,126.438720703125,-11.15063825925432,2025-08-05,98.486572265625,14.066307470730122,2024-08-05,66.34823608398438,69.31873847511083,2021-08-05,45.49810409545898,146.91137921305804,USD,112.33999633789062,111.83999633789062,130.54086303710938,126.438720703125,98.486572265625,66.34823608398438,45.49810409545898,0.4470672535515918,-13.94265847165781,-11.15063825925432,14.066307470730122,69.31873847511083,146.91137921305807
UMCN.MX,UNITED MICRO ELECTRONICS,US,MEX,893618028544.0,2026-08-04,327.6000061035156,2026-07-03,474.587890625,-30.97168879043908,2026-05-04,177.84556579589844,84.20476475611454,2026-02-04,182.8412322998047,79.17184323410709,2025-08-04,138.78948974609375,136.04093271243977,2024-08-02,134.5616455078125,143.45719381418797,2021-08-04,208.83189392089844,56.872592568453314,MXN,18.907127611930377,27.156085658636584,10.1937094291971,10.606624788151976,7.355809779688798,7.110709808643151,10.513824494769665,-30.37609378022694,85.47838491232709,78.25772090147278,157.03665780126087,165.89648742167125,79.83111303918137
476830.KQ,Rznomics,US,KOE,893565665280.0,2026-08-05,32000.0,2026-07-03,41700.0,-23.26139088729017,2026-05-04,87250.0,-63.32378223495703,2026-02-05,69700.0,-54.08895265423242,,,,,,,,,,KRW,22.402217611670494,27.040522353490815,59.28397225216031,47.73612866993062,,,,-17.1531625062026,-62.21201656936179,-53.07072811335487,,,
RICO.L,RICOH CO LTD RICOH ORD SHS,US,LSE,892121907200.0,2026-08-04,1579.5,2026-07-03,1422.5,11.036906854130056,2026-05-01,1316.5,19.97721230535512,2026-02-04,1312.62548828125,20.33135224794356,2025-08-04,1317.1324462890625,19.91960295641806,2024-08-02,1266.9210205078125,24.672333510331868,2021-08-04,1056.401123046875,49.51706937270208,GBP,2120.794657230377,1897.430659532547,1790.7910914421082,1797.969418525463,1750.4584961273504,1612.6589154774992,1470.2867901992577,11.771918861733699,18.427809216010793,17.95499052312397,21.15652338643532,31.50918876124662,44.24360412997799
185750.KS,CHONGKUNDANG,US,KSC,890702200832.0,2026-08-05,67500.0,2026-07-03,69000.0,-2.1739130434782594,2026-05-04,86100.0,-21.602787456445995,2026-02-05,88500.0,-23.72881355932204,2025-08-05,82713.453125,-18.3929609395086,2024-08-05,99127.5390625,-31.90590562584108,2021-08-05,102796.609375,-34.33635563429789,KRW,47.25467777461745,44.74331036908552,58.50257892161608,60.611870692810044,59.78176714417623,73.03987912565617,89.85245998532264,5.612833258906802,-19.22633387165544,-22.037255681958456,-20.954699012739265,-35.30290802737836,-47.408587608690425
XOM.NE,EXXON MOBIL CDR (CAD HEDGED),US,NEO,884446593024.0,2026-08-05,27.3799991607666,,,,,,,,,,,,,,,,,,,CAD,19.46606872020311,,,,,,,,,,,,
FEDERALBNK.NS,FEDERAL BANK LTD,US,NSI,879662596096.0,2026-08-05,356.45001220703125,2026-07-03,327.3999938964844,8.872944059898714,2026-05-05,292.6000061035156,21.82160108394764,2026-02-05,287.6000061035156,23.939500918763716,2025-08-05,194.8603973388672,82.92583668869136,2024-08-05,190.5582275390625,87.0556925357435,2021-08-05,82.82261657714844,330.3776274382754,INR,3.7482703036437783,3.4272995436521114,3.071613037583802,3.1911236136376715,2.2170108134858992,2.2757216255055255,1.1164485793112249,9.365121312088242,22.02937862876926,17.459263803666826,69.06865229719901,64.70688952613625,235.73156642433224
195870.KS,HAESUNG DS,US,KSC,878900019200.0,2026-08-05,52200.0,2026-07-03,60700.0,-14.003294892915983,2026-05-04,79500.0,-34.33962264150944,2026-02-05,61700.0,-15.397082658022686,2025-08-05,23115.455078125,125.82293891068046,2024-08-05,26693.732421875,95.5515218891724,2021-08-05,41578.1640625,25.54666897156241,KRW,36.54361747903749,39.36114404932596,54.01806067675352,42.25708951125853,16.706868117617773,19.668671369689378,36.34264150737181,-7.158141965481601,-32.349260559878054,-13.5207419590476,118.73409918464262,85.79606518492875,0.5530032032066812
MEESHO.NS,MEESHO LIMITED,US,NSI,877322305536.0,2026-08-04,191.8800048828125,2026-07-03,186.67999267578125,2.785521968635618,2026-05-04,217.0399932861328,-11.592328225955503,2026-02-04,148.08999633789062,29.56986266986468,,,,,,,,,,INR,2.0127639353985387,1.9542097300984551,2.2869666609527997,1.6377488081750187,,,,2.9963112146173643,-11.989799861796946,22.898207915132485,,,
065350.KQ,SSDELTATECH,US,KOE,871241154560.0,2026-08-05,31850.0,2026-07-03,29600.0,7.60135135135136,2026-05-04,58000.0,-45.08620689655173,2026-02-05,69300.0,-54.04040404040404,2025-08-05,65562.6484375,-51.42051036824392,2024-08-05,41123.171875,-22.54974860204652,2021-08-05,15599.41015625,104.17438660165683,KRW,22.29720721661579,19.194231694564223,39.40940275788307,47.46217671199702,47.385894726494826,30.300676597245,13.635132378208255,16.166187693411672,-43.421605870046655,-53.021102778499994,-52.94547597906012,-26.41350055317545,63.52761820084205
079160.KS,CJ CGV,US,KSC,870963281920.0,2026-08-05,5140.0,2026-07-03,4425.0,16.158192090395485,2026-05-04,4965.0,3.5246727089627283,2026-02-05,5940.0,-13.468013468013474,2025-08-05,4975.0,3.316582914572863,2024-08-05,5380.0,-4.460966542750933,2021-08-05,21106.431640625,-75.64723356596816,KRW,3.598356203874573,2.8694079475826584,3.3735807705670595,4.06818657531403,3.5957184751168825,3.9641309913713485,18.448709699207484,25.40413456741204,6.6628146350778295,-11.54888948039926,0.07335748824452981,-9.22711152312955,-80.49535028442043
DIXON.BO,Dixon Technologies (India) Lim,US,BSE,870683115520.0,2026-08-04,13918.599609375,2026-07-03,12455.099609375,11.750207111137168,2026-05-04,11407.9501953125,22.00789248794337,2026-02-04,11681.400390625,19.15180666648051,2025-08-04,16991.388671875,-18.084390404100603,2024-08-02,11643.1533203125,19.54321330710973,2021-08-04,4225.58837890625,229.38843922553775,INR,146.00195232490114,130.38288944149826,120.20642542176392,129.18630589949134,194.7541926201102,139.03285517167023,56.937579604223174,11.979380845376198,21.459357777780497,13.01658585894745,-25.032703860864114,5.012554151050019,156.42458520325283
034230.KS,PARADISE,US,KSC,870571442176.0,2026-08-05,9780.0,2026-07-03,12820.0,-23.712948517940717,2026-05-04,15850.0,-38.296529968454266,2026-02-05,20750.0,-52.86746987951807,2025-08-05,18149.951171875,-46.115557516457685,2024-08-05,10212.9052734375,-4.23880631267023,2021-08-05,16215.107421875,-39.68587598250329,KRW,6.846677757566795,8.313177375821397,10.769638512283564,14.211257817805745,13.118013015312613,7.525147640589864,14.17330104212624,-17.640663153896707,-36.42611356214365,-51.82215504535868,-47.807051650469546,-9.01603417537582,-51.69313248045091
347700.KQ,Sphere,US,KOE,867969728512.0,2026-08-05,19250.0,2026-07-03,24900.0,-22.69076305220884,2026-05-04,41450.0,-53.55850422195416,2026-02-05,28750.0,-33.04347826086956,2025-08-05,13610.0,41.44011756061718,2024-08-05,2445.0,687.321063394683,2021-08-05,14030.25,37.20354234600238,KRW,13.476334032020532,16.146498959278688,28.16413352265954,19.69029697647784,9.836729335947894,1.8015428018406965,12.263560873980168,-16.53711392167606,-52.15072382334041,-31.558502910751162,37.00015088116599,648.0440663553101,9.889241554739026
204270.KQ,JNTC,US,KOE,867963371520.0,2026-08-05,15190.0,2026-07-03,16590.0,-8.43881856540084,2026-05-04,19100.0,-20.47120418848167,2026-02-05,21850.0,-30.48054919908467,2025-08-05,16790.0,-9.529481834425258,2024-08-05,18130.0,-16.216216216216218,2021-08-05,9920.0,53.125,KRW,10.634052672539838,10.757848101784475,12.977924011647701,14.964625702123158,12.135098130092956,13.358679344528355,8.670873567461967,-1.1507452798492523,-18.060448936241546,-28.938732687239245,-12.369454630373234,-20.395928382729767,22.64107635526864
PERSISTENT.BO,PERSISTENT SYSTEMS LTD.,US,BSE,866391490560.0,2026-07-17,5185.14990234375,,,,,,,,,,,,,,,,,,,INR,53.64751225398277,,,,,,,,,,,,
9501.T,TOKYO ELEC POWER CO HLDGS INC,US,JPX,865779712000.0,2026-08-05,526.0,2026-07-03,465.0,13.118279569892463,2026-05-01,612.7000122070312,-14.150483185845818,2026-02-05,592.0999755859375,-11.163651125052908,2025-08-05,618.5,-14.955537590945834,2024-08-05,575.2000122070312,-8.553548533187916,2021-08-05,286.0,83.91608391608392,JPY,3.335616127587855,2.880166321992874,3.903094847171616,3.773332024590104,4.213416232028976,3.9509837489871984,2.6111805718392134,15.813316130987932,-14.539198810271936,-11.600248643632105,-20.833453333387276,-15.57504815242755,27.74360239814351
8952.T,JAPAN REAL ESTATE INVESTMENT CO,US,JPX,863832571904.0,2026-08-05,118900.0,2026-07-03,119200.0,-0.2516778523489971,2026-05-01,118700.0,0.1684919966301601,2026-02-05,125931.1875,-5.583356783640269,2025-08-05,118387.28125,0.4330860077082832,2024-08-05,92274.6171875,28.85450368046265,2021-08-05,114168.265625,4.144526807950277,JPY,754.0014402475208,738.3136034011841,756.1569269280881,802.5336974860984,806.4913378892961,633.8238964094562,1042.3564934285969,2.124820235475511,-0.28505811476514653,-6.047379367446226,-6.50842670910129,18.960715195318034,-27.663765228016867
9508.T,KYUSHU ELECTRIC POWER CO INC,US,JPX,862347329536.0,2026-08-05,1792.5,2026-07-03,1703.5,5.224537716466093,2026-05-01,1708.5,4.916593503072875,2026-02-05,1709.0115966796875,4.88518647167262,2025-08-05,1322.0595703125,35.5839056160155,2024-08-05,1229.0506591796875,45.84427310721095,2021-08-05,733.6461791992188,144.3275860792364,JPY,11.367094883462414,10.551318988204002,10.883690898539498,10.891181310665957,9.006284968898854,8.442209801889135,6.698191082968776,7.731506327980608,4.44154459575643,4.369714902555022,26.212916010497977,34.645965336217664,69.70395055412905
4704.T,TREND MICRO INC,US,JPX,860746743808.0,2026-08-05,6467.0,2026-07-03,6267.0,3.191319610659016,2026-05-01,5304.0,21.92684766214179,2026-02-05,5713.0,13.197969543147202,2025-08-05,8948.4482421875,-27.7304866165365,2024-08-05,5993.16845703125,7.906194300493019,2021-08-05,4630.22900390625,39.66911775949256,JPY,41.01032223785296,38.81720933318138,33.788174729794264,36.40778035018593,60.95963957171216,41.16639547314617,42.274000063519,5.6498469167305165,21.374778501101567,12.641643745918518,-32.72545158406173,-0.37912776549751115,-2.9892553904700137
JNJ.NE,JOHNSON & JOHNSON CDR (CAD HEDG,US,NEO,857914933248.0,2026-08-05,33.04999923706055,,,,,,,,,,,,,,,,,,,CAD,23.497208768112614,,,,,,,,,,,,
6845.T,AZBIL CORP,US,JPX,857409257472.0,2026-08-05,1714.0,2026-07-03,1729.0,-0.8675534991324452,2026-05-01,1417.0,20.95977417078334,2026-02-05,1367.4090576171875,25.3465442876891,2025-08-05,1420.4327392578125,20.66745243393775,2024-08-05,794.7279663085938,115.67128283673009,2021-08-05,1033.94775390625,65.77239938135324,JPY,10.86928905453533,10.70926359295845,9.026742758695036,8.714218207348381,9.676433888592157,5.458896406665474,9.439945060478294,1.494271386522783,20.4120837947382,24.7305127770344,12.327425368445555,99.11147317731852,15.141443990401937
